Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
0,6,29,0,41
60,11,76,5,147
60,5,140,1,96
0,5,128,11,117
0,1,118,11,33
0,11,38,1,16
0,3,90,5,54
0,10,141,1,118
60,5,135,1,155
0,5,7,6,150
0,11,38,5,114
0,9,148,3,90
0,10,149,1,47
0,6,40,1,56
60,9,148,3,90
0,5,63,6,29
60,5,11,11,38
60,9,36,0,157
60,10,141,1,89
60,5,102,11,117
60,7,70,10,149
60,5,128,11,38
60,11,76,5,54
0,3,84,9,148
60,1,47,11,62
60,5,128,11,76
60,10,141,11,62
0,1,118,5,102
0,5,17,1,56
0,1,46,10,141
0,1,138,6,156
60,5,37,11,38
0,3,98,5,54
60,6,44,4,30
0,5,11,11,76
60,5,37,11,21
0,3,84,5,51
60,1,1,11,48
60,5,37,6,40
0,6,27,5,51
60,10,141,1,47
60,5,144,6,88
0,5,140,6,152
0,5,32,1,56
0,9,52,0,41
0,7,85,11,62
0,1,96,5,7
0,11,38,5,37
60,5,11,11,76
60,2,87,11,39
0,1,96,6,27
0,5,128,11,38
0,1,96,6,81
0,11,38,5,63
60,5,147,11,76
60,2,73,11,158
60,5,128,11,76
0,1,118,5,78
0,9,13,0,79
0,11,38,5,140
0,5,54,3,98
0,11,76,1,56
0,1,16,11,83
60,1,96,0,157
0,11,38,5,78
60,3,84,5,115
0,11,76,5,128
0,5,128,11,38
60,6,143,1,64
60,5,97,3,31
60,5,147,11,38
0,11,38,5,128
0,2,82,11,24
0,5,78,1,56
60,1,96,6,150
0,5,37,1,134
60,11,76,5,128
60,0,157,6,152
0,1,1,11,48
60,6,156,1,5
0,1,89,5,51
60,9,13,3,31
0,5,11,11,21
0,5,115,3,90
60,3,35,5,115
60,1,134,5,135
60,5,78,11,48
0,11,48,1,47
60,1,89,10,141
0,2,87,8,57
60,11,4,2,10
0,11,121,2,87
60,8,106,2,116
0,11,48,5,102
60,11,48,1,47
0,11,33,1,16
0,1,66,5,51
60,10,68,4,151
60,1,56,5,78
60,6,29,9,112
60,5,140,6,152
0,11,93,5,128
60,10,142,4,110
60,5,102,6,156
60,6,65,11,93
0,1,155,6,40
60,6,152,5,51
0,5,102,1,118
60,11,130,1,56
0,5,78,1,118
60,7,85,11,45
60,9,100,3,31
0,3,18,5,54
60,9,148,3,19
60,5,32,1,16
60,5,147,11,76
60,7,60,1,46
0,11,62,1,47
0,3,31,9,71
0,11,86,1,118
0,11,38,5,78
60,5,17,1,56
0,9,49,0,124
60,1,5,6,123
60,1,118,5,78
0,11,76,5,135
0,1,96,5,135
60,2,116,11,145
0,6,150,3,84
0,11,39,2,73
0,6,44,0,22
0,5,78,1,118
60,1,89,11,117
0,5,144,3,84
0,9,148,6,150
0,5,135,11,38
60,11,86,1,137
0,3,18,5,0
60,5,37,11,76
60,11,121,2,87
60,11,4,5,128
60,2,34,8,59
0,8,59,2,10
60,5,17,11,76
60,11,83,2,116
60,11,83,1,137
60,6,65,1,5
0,2,116,11,121
0,5,32,1,56
60,10,142,1,47
0,1,1,10,141
0,1,66,6,143
0,11,33,5,78
0,11,145,2,73
0,5,128,11,38
0,11,24,2,10
0,1,96,5,97
0,6,27,5,26
0,3,35,5,115
0,5,11,11,38
0,1,1,5,102
60,5,54,3,18
60,2,87,11,121
60,5,67,1,96
0,1,46,11,20
60,2,34,11,24
0,5,17,1,96
0,5,32,1,56
0,11,108,2,73
0,3,99,5,54
0,2,116,11,121
60,11,76,5,26
60,6,27,1,138
60,9,100,3,58
60,6,88,5,7
60,11,21,5,37
0,1,155,11,117
60,1,134,5,17
0,5,147,3,18
0,1,66,11,86
0,5,102,1,56
60,1,47,10,14
0,1,5,6,156
0,5,37,1,134
0,1,96,5,135
0,1,47,11,48
60,6,27,1,96
0,8,132,2,82
60,11,62,1,46
60,11,48,1,46
0,11,48,1,56
60,1,5,4,30
0,5,78,6,156
0,1,56,5,17
60,5,135,11,76
60,6,88,5,140
0,5,26,1,66
0,5,7,6,29
0,6,120,1,5
60,1,103,10,141
0,1,96,6,40
60,1,96,5,37
0,6,29,9,112
60,5,26,11,38
0,9,148,5,144
0,5,119,11,76
60,5,7,3,18
0,2,82,8,15
60,5,115,3,84
0,1,134,5,37
0,11,38,5,37
60,6,156,1,138
60,6,152,5,51
0,11,20,2,116
0,1,56,5,78
60,1,56,5,135
0,9,112,6,29
0,6,150,5,7
0,6,29,3,84
60,1,1,11,48
0,11,24,2,87
60,1,118,5,63
0,5,115,3,98
0,11,48,1,16
0,6,27,1,138
60,11,76,5,11
60,11,117,1,118
60,5,54,3,18
0,3,90,9,148
60,0,124,6,150
0,5,114,1,118
0,1,118,5,32
60,9,36,0,2
60,5,11,11,38
0,11,20,2,126
60,6,152,5,51
60,11,38,5,114
0,11,39,5,11
0,6,150,1,138
60,5,128,11,38
60,2,105,11,121
60,5,144,6,29
0,1,137,11,83
0,5,26,1,96
60,5,61,3,18
60,5,51,6,27
60,1,137,11,86
60,5,144,3,99
60,11,93,5,102
0,11,108,2,10
0,2,10,11,108
60,1,47,10,142
60,5,17,1,138
0,5,140,1,96
0,6,88,0,2
0,11,93,5,128
0,5,61,1,96
60,5,114,1,118
0,5,67,3,90
60,6,29,3,35
60,1,1,10,141
60,11,38,5,63
0,9,100,3,58
0,11,21,1,1
0,5,63,11,38
0,5,17,6,40
60,6,88,1,96
0,3,90,5,54
0,5,67,9,148
60,11,48,1,1
60,6,88,5,67
0,9,113,3,159
60,3,35,9,148
0,1,96,5,51
60,3,18,5,97
0,1,118,5,78
60,1,118,11,86
60,7,85,11,20
0,1,96,5,51
60,11,117,3,31
60,11,145,2,10
60,11,38,5,128
0,10,141,1,103
0,3,75,11,108
60,5,11,11,38
60,6,40,1,66
60,1,89,6,143
60,1,118,5,78
0,3,159,9,95
60,5,11,11,76
0,3,84,6,150
0,5,61,11,93
0,5,37,11,4
0,11,45,7,43
0,11,121,2,82
0,1,134,11,38
60,5,128,11,93
60,6,156,1,66
60,10,142,1,47
60,5,0,3,90
60,5,128,11,93
0,1,46,11,48
0,6,29,9,148
0,5,128,11,38
0,1,64,6,143
60,1,134,6,156
60,0,22,6,44
60,5,78,1,66
60,5,61,11,76
60,5,128,11,38
0,1,5,6,27
60,2,82,8,146
60,5,54,3,19
0,11,38,5,128
60,1,47,10,141
0,1,1,10,141
60,11,154,1,47
60,1,56,6,88
0,11,93,1,118
0,5,144,3,18
0,8,59,2,10
60,5,67,3,90
0,9,148,5,7
0,11,20,7,109
0,11,76,5,0
0,11,21,5,128
0,11,38,5,128
60,1,56,5,114
0,5,102,11,130
0,11,38,5,11
0,6,44,0,41
60,1,1,11,48
0,1,16,11,38
0,2,73,11,145
0,9,131,0,124
0,1,64,6,143
0,11,33,5,102
60,5,102,1,118
0,4,72,0,136
60,1,96,5,51
0,5,115,3,19
60,3,18,5,0
0,5,102,6,152
60,5,26,11,76
0,1,134,5,26
0,5,7,3,35
0,5,128,11,38
60,1,46,5,102
60,5,7,0,124
0,2,73,11,24
60,5,54,3,127
60,8,59,2,87
0,7,60,10,28
60,5,67,9,148
60,6,27,0,124
0,11,38,5,63
0,1,103,6,156
0,5,102,11,48
0,0,41,6,44
0,5,114,1,96
0,5,11,11,93
60,11,20,2,42
60,3,18,5,115
0,11,38,5,128
60,11,93,5,128
60,11,38,5,61
60,11,48,5,102
60,3,75,5,37
0,9,95,3,58
0,1,155,4,30
60,11,38,5,26
0,1,66,6,65
60,1,118,11,83
0,1,1,10,141
0,1,1,11,86
60,11,24,7,43
0,6,40,1,56
60,9,131,0,157
60,11,38,5,128
0,6,40,5,51
0,5,26,1,134
0,11,93,5,128
0,11,38,5,128
60,2,82,11,21
60,1,56,6,152
60,1,118,11,83
60,0,157,9,49
0,10,14,11,62
60,1,89,11,83
60,11,38,5,140
0,2,10,11,24
0,1,1,5,51
0,2,87,8,59
60,1,96,5,17
60,2,73,11,108
60,11,38,5,37
60,2,116,8,106
60,5,17,1,56
60,1,134,5,51
0,1,96,5,17
60,9,148,6,29
60,5,51,1,96
0,11,21,5,128
0,11,93,5,17
60,11,39,1,1
0,1,66,5,26
0,2,126,11,108
60,1,46,11,145
0,6,150,0,41
0,5,7,6,27
0,11,76,5,37
0,11,38,1,118
0,11,21,5,11
0,5,140,0,25
60,11,38,5,63
60,1,46,11,45
60,6,40,1,155
0,1,89,10,141
0,1,89,5,78
60,5,26,1,134
0,5,11,11,38
0,5,54,3,98
60,5,144,6,88
60,11,38,5,63
0,5,51,6,40
60,2,73,11,39
60,5,140,6,27
0,5,0,3,84
60,5,26,11,76
0,11,24,7,109
0,5,0,3,99
0,9,148,6,27
0,8,59,2,87
60,2,126,11,158
0,11,21,3,125
0,11,121,2,82
0,5,114,11,76
60,1,96,5,67
60,1,16,6,156
0,3,90,5,7
60,3,127,5,54
0,9,148,6,88
60,6,29,3,19
0,5,78,11,38
0,5,78,11,93
0,1,118,5,37
60,7,60,2,105
60,9,112,5,7
0,6,27,5,140
0,11,48,5,102
0,5,114,11,38
0,0,25,6,104
0,5,114,1,96
0,11,130,5,11
60,10,142,1,47
60,2,82,8,59
0,3,35,5,115
0,5,140,6,150
0,10,141,1,1
60,2,116,11,20
60,11,24,2,73
0,6,88,5,7
60,6,27,1,96
60,1,134,5,17
60,5,54,3,18
60,11,130,5,37
60,7,85,11,108
0,5,17,1,118
0,9,13,3,159
60,11,48,1,89
0,7,94,1,137
0,5,128,11,76
60,5,128,11,21
0,11,62,1,137
0,5,67,6,29
0,11,38,1,134
60,1,64,6,40
60,1,118,11,158
0,2,73,11,24
0,5,144,3,84
60,1,66,11,21
60,5,51,6,88
60,11,145,1,47
0,5,144,3,90
60,5,114,11,38
0,11,38,5,128
0,5,61,11,38
0,1,118,11,48
60,5,119,3,99
60,5,63,11,38
0,5,17,6,150
60,1,137,11,86
0,5,147,11,38
0,5,63,11,76
60,11,76,5,37
0,1,118,11,38
60,5,26,11,93
0,6,143,4,110
60,1,89,11,21
0,5,119,3,18
0,5,115,3,18
0,3,18,5,115
0,6,88,5,97
60,5,115,3,35
0,1,56,5,32
0,11,76,5,128
60,5,135,1,118
0,9,13,3,159
60,11,93,1,118
60,11,38,5,128
60,5,128,11,93
60,11,130,5,128
0,5,102,11,93
0,5,26,11,48
60,5,128,11,4
60,5,128,11,38
60,6,156,1,16
0,5,54,3,84
60,9,112,6,29
0,1,16,10,141
0,5,135,11,21
0,9,148,3,90
60,5,67,6,88
0,5,140,1,56
60,5,17,1,155
60,5,32,11,76
0,5,140,6,104
60,11,38,1,134
60,1,47,11,48
0,11,76,5,37
0,5,11,6,29
0,2,73,11,24
60,3,18,5,115
0,8,57,2,82
60,5,63,11,76
60,10,141,1,1
0,6,156,1,155
60,8,146,2,126
60,5,78,11,48
60,5,147,3,18
0,5,51,6,152
60,9,95,5,67
0,6,150,5,144
60,5,115,3,31
60,0,124,6,29
0,11,38,5,63
60,11,24,7,109
60,5,128,11,130
60,1,103,11,48
0,1,16,10,141
0,11,20,7,109
60,6,27,5,135
0,0,157,9,131
60,1,5,10,141
60,1,89,11,117
0,5,102,1,96
0,5,128,11,76
60,5,37,11,76
0,3,18,5,115
60,11,48,5,17
60,1,96,6,27
0,1,46,11,24
60,11,62,1,89
0,1,1,11,4
60,1,96,5,17
0,11,93,1,134
60,11,76,5,37
60,2,73,11,154
0,5,128,11,38
60,11,93,5,102
0,7,70,10,14
60,5,17,1,1
60,1,66,11,48
60,11,121,2,10
0,5,128,11,38
60,5,37,11,38
60,5,17,11,93
0,1,47,10,68
0,5,37,1,118
60,9,148,6,29
60,11,38,5,128
60,5,78,1,118
60,9,113,3,58
60,2,73,11,121
60,11,21,5,97
0,5,78,1,96
0,6,27,1,96
60,11,121,2,116
0,8,59,2,87
60,6,40,1,138
60,0,157,9,52
0,5,7,9,95
0,11,38,1,134
60,1,56,5,78
60,1,118,5,78
60,3,90,5,115
60,5,26,11,38
60,11,39,5,97
60,3,18,5,54
0,1,16,5,26
60,11,38,5,37
60,6,150,9,112
0,11,62,1,1
60,3,18,5,144
60,11,38,5,128
60,5,119,3,98
0,5,37,6,156
60,5,144,9,148
60,6,156,1,138
0,11,20,7,60
0,9,113,3,53
60,3,18,5,0
60,1,47,10,14
60,11,33,1,137
0,5,37,11,38
0,11,117,5,26
0,11,62,1,46
0,9,112,6,29
60,5,128,11,38
0,1,137,11,33
60,5,97,1,56
0,5,17,1,1
60,11,108,5,37
60,5,54,3,90
0,5,115,3,98
60,6,27,5,140
0,2,10,11,121
0,1,96,5,147
60,11,38,1,96
0,1,1,5,102
60,5,102,11,93
0,2,73,11,108
60,6,150,9,49
60,1,66,6,44
0,2,42,11,121
0,2,73,11,39
0,5,51,1,96
60,2,73,11,130
60,2,87,8,59
60,1,96,6,88
0,5,128,11,38
0,11,33,1,118
0,5,51,1,96
60,1,5,6,40
0,11,38,5,54
60,3,31,5,61
0,5,11,11,130
60,1,96,5,140
0,1,46,11,154
0,3,98,5,144
0,7,109,11,121
0,5,97,3,18
60,1,96,5,17
60,6,27,5,78
60,5,128,11,76
60,5,128,11,38
0,11,48,1,89
60,5,128,11,76
60,1,118,5,78
0,3,84,5,7
60,5,78,1,118
60,6,143,1,64
0,1,46,11,4
0,6,27,5,114
60,3,35,11,38
0,11,33,5,102
0,11,108,5,37
0,11,4,5,37
0,9,112,6,29
60,11,38,1,16
0,6,27,1,96
60,6,156,1,138
0,11,38,5,128
60,1,96,6,27
0,5,140,1,96
0,5,63,3,18
0,2,82,11,121
0,1,155,5,26
0,1,118,11,33
0,1,56,5,102
0,1,138,6,156
60,9,131,0,91
60,2,10,11,39
0,9,36,3,159
0,5,114,11,76
0,1,46,11,62
0,5,17,1,134
0,3,84,5,54
0,1,46,11,83
0,11,24,2,73
60,5,61,11,38
60,5,135,1,96
0,9,148,6,88
60,1,56,5,97
0,0,124,6,44
0,6,29,9,148
60,5,7,6,29
60,5,51,1,96
60,5,128,11,38
60,6,29,3,90
0,2,73,11,20
0,0,136,4,72
60,1,56,6,156
60,11,158,5,128
60,2,42,11,121
0,5,128,11,93
0,11,76,5,37
0,11,38,5,128
0,1,66,5,78
60,11,92,2,73
60,1,47,10,141
60,11,93,5,102
60,5,37,11,38
60,11,45,1,46
0,11,38,5,11
0,6,88,5,140
60,5,32,11,38
60,11,45,7,70
60,11,62,10,141
60,5,140,1,96
60,5,78,1,118
0,1,64,6,156
0,5,51,11,130
60,1,89,11,48
0,1,5,6,156
0,1,118,6,156
0,7,60,11,92
0,5,17,1,56
0,1,56,5,51
60,5,102,11,38
60,11,48,1,134
0,5,37,11,38
60,11,38,5,128
60,5,115,3,35
60,11,38,5,128
60,11,21,5,97
0,1,66,5,51
60,8,57,7,12
0,11,48,1,1
60,11,4,1,118
60,5,102,11,38
60,1,96,6,27
60,11,38,5,128
0,5,51,1,96
60,0,124,9,49
60,1,96,5,135
60,11,92,5,63
60,1,118,11,93
60,5,17,1,118
60,5,135,1,96
0,1,89,10,141
60,11,38,5,63
60,5,26,11,76
0,1,16,11,48
60,1,66,10,141
0,5,128,11,39
60,5,102,11,93
60,5,11,1,56
0,5,128,11,158
0,5,102,11,117
60,3,35,9,148
60,0,124,6,152
0,1,96,5,135
0,6,27,5,51
0,5,54,11,21
0,1,47,11,83
0,6,123,1,155
0,1,96,6,88
60,11,117,5,128
0,5,37,11,93
0,6,27,1,56
0,1,118,5,17
0,11,21,5,37
0,5,32,1,56
0,3,84,5,67
0,6,88,5,140
60,6,29,0,91
60,1,134,5,102
0,4,72,6,44
0,1,134,5,32
60,11,38,5,63
60,5,17,1,96
0,9,148,6,29
0,5,67,1,96
60,5,128,11,38
0,11,38,5,63
0,11,45,1,46
60,10,141,11,62
0,5,144,3,98
60,6,27,5,97
0,11,39,5,97
0,6,152,5,140
0,5,51,1,96
0,9,52,3,19
0,5,140,1,96
60,11,93,5,67
0,9,113,0,124
0,1,134,5,78
60,3,98,5,115
0,3,18,5,54
60,5,97,11,38
0,11,38,5,11
0,1,138,6,40
0,11,117,1,1
60,1,155,5,102
0,1,138,6,152
0,11,38,5,128
60,5,17,1,118
60,5,128,11,108
0,6,150,9,112
60,10,141,1,64
0,6,27,5,51
60,6,150,9,49
60,9,49,0,124
0,5,63,11,38
60,1,46,11,33
60,6,29,3,84
0,3,90,5,115
0,0,124,9,100
0,1,1,5,26
0,5,11,11,38
0,11,45,1,46
0,6,29,5,51
0,11,154,1,47
60,5,102,11,38
60,1,137,11,62
60,5,128,11,38
0,11,117,5,97
60,7,60,1,47
60,2,87,8,59
0,11,38,5,11
0,11,93,5,119
60,1,134,5,11
60,5,128,11,76
0,5,119,6,29
0,11,24,1,56
60,5,144,3,19
0,5,135,1,64
0,1,47,10,142
0,11,21,0,157
60,11,38,5,11
0,3,98,5,144
60,5,119,11,38
0,5,140,1,96
0,5,67,6,88
0,5,128,11,38
0,11,39,2,87
60,1,118,6,40
0,1,134,5,102
0,5,17,1,46
60,11,45,1,89
0,5,115,3,35
60,3,35,5,115
0,1,134,5,78
0,11,93,5,102
0,8,59,11,24
60,5,17,1,118
0,6,156,5,26
60,1,155,10,141
60,5,115,3,125
0,5,97,1,118
60,6,27,5,140
0,6,29,9,148
0,1,47,10,141
0,11,48,1,137
60,1,137,11,62
0,5,128,1,1
0,11,38,5,37
60,1,89,6,156
60,5,0,3,98
0,2,82,8,153
0,9,113,6,29
0,8,57,2,82
60,1,1,11,21
60,5,78,11,130
60,5,11,11,4
0,11,38,5,102
60,1,118,11,86
60,5,128,11,38
60,5,63,11,76
60,6,29,9,148
0,1,138,11,38
60,10,68,1,47
0,1,96,5,51
60,6,29,5,140
60,7,43,11,86
0,5,11,11,38
60,5,115,3,90
60,5,115,3,98
60,5,128,11,38
60,1,137,11,38
0,11,76,3,75
60,0,124,9,112
0,5,61,11,76
0,3,84,5,144
0,6,6,9,49
0,7,77,11,145
60,11,33,1,137
0,3,35,5,115
60,7,60,11,45
60,11,93,5,37
60,3,19,5,67
0,11,38,5,51
0,5,0,3,18
0,1,103,6,143
60,6,40,1,16
60,5,51,11,38
60,5,54,3,98
60,11,38,5,128
0,0,41,9,112
0,9,100,0,2
60,5,17,1,138
0,6,27,1,96
60,6,27,0,25
0,5,11,11,130
0,11,76,5,51
60,6,143,1,134
0,11,48,5,78
60,11,21,5,102
60,3,18,5,54
60,5,128,11,39
60,6,40,1,66
60,5,78,1,56
60,6,143,1,16
60,6,29,3,84
0,5,51,6,27
60,1,96,6,27
0,11,38,5,102
60,11,130,5,37
60,6,156,1,16
0,1,5,6,143
60,3,35,5,54
60,1,1,11,48
0,11,93,5,128
0,6,104,1,138
0,11,154,7,60
0,5,17,1,96
0,5,135,1,138
0,5,51,6,29
0,9,148,3,98
60,5,115,3,31
60,11,48,1,118
60,5,128,11,4
60,5,54,3,90
0,5,37,11,117
0,5,63,11,76
0,1,134,5,135
60,3,159,9,36
60,6,88,5,7
0,5,11,11,76
0,11,38,5,32
0,3,98,5,0
0,6,150,5,7
60,1,66,5,51
0,1,47,11,33
60,0,2,9,13
0,0,124,5,32
0,11,83,1,137
0,1,96,6,152
0,11,38,5,128
60,2,10,11,108
60,5,37,11,38
0,5,144,3,84
0,9,148,5,7
60,11,48,1,118
0,5,128,11,76
0,10,141,1,155
0,11,62,1,46
0,2,82,8,132
60,0,124,6,6
0,1,66,5,26
0,1,16,5,135
0,1,138,6,156
60,3,18,5,119
60,3,19,5,54
60,6,150,1,96
60,11,24,2,73
60,10,68,4,23
0,5,140,6,81
60,5,17,1,56
0,11,38,5,128
60,5,102,11,93
60,1,138,6,123
60,1,96,11,38
60,2,73,11,145
0,5,26,1,118
60,5,11,11,93
60,1,89,10,28
0,11,76,1,1
60,1,16,10,141
60,1,1,5,78
60,5,17,6,27
60,5,128,11,76
60,8,59,2,82
60,6,120,1,64
60,3,19,6,29
0,6,88,0,41
60,5,140,0,124
0,5,119,11,76
0,11,38,5,128
0,5,67,1,96
60,2,73,11,121
0,1,118,5,78
0,11,48,1,16
0,10,141,1,46
60,7,43,11,62
0,0,124,9,13
0,10,14,11,62
0,9,148,3,35
0,6,156,1,155
0,5,26,11,76
60,5,37,11,38
0,1,96,6,88
60,11,117,1,118
60,2,116,11,83
60,4,23,6,143
0,5,128,11,38
60,1,56,5,0
0,1,134,5,114
0,5,140,6,29
60,5,37,11,93
0,5,115,3,31
60,1,138,5,51
60,11,76,5,128
0,11,24,2,34
0,9,148,3,90
0,0,157,11,76
0,3,99,5,54
60,9,148,6,150
0,11,39,5,128
60,5,78,11,48
60,5,11,11,38
60,5,128,11,76
60,5,119,3,90
60,10,141,11,62
60,4,72,10,142
0,9,113,3,58
60,11,158,5,63
0,7,70,1,47
0,5,102,11,158
0,6,156,1,64
60,1,134,5,26
0,4,30,1,103
60,11,38,5,128
0,11,38,5,63
0,3,84,5,7
60,5,102,1,16
60,2,116,11,121
60,5,7,3,19
60,6,40,1,155
60,1,5,6,143
60,0,157,6,81
60,5,63,11,38
0,1,96,5,17
0,5,61,11,130
0,9,112,3,84
0,1,89,5,51
0,5,102,11,92
60,5,78,1,134
60,9,36,0,2
60,5,102,11,93
60,9,148,5,7
0,11,45,7,43
60,11,38,5,102
60,1,118,11,33
0,2,10,11,20
60,11,76,5,11
0,11,38,5,11
0,6,156,1,64
60,6,6,0,124
60,1,118,11,48
0,11,62,1,46
60,5,115,3,35
0,11,83,1,46
0,6,152,5,78
60,5,7,9,148
0,5,128,11,38
0,5,78,11,38
60,11,38,5,114
60,5,119,3,35
60,11,76,5,32
0,5,67,6,88
0,2,10,11,108
60,1,1,5,114
0,11,93,5,37
0,11,38,5,128
60,0,91,6,88
60,1,118,6,156
60,11,38,5,11
60,5,26,1,96
60,3,35,5,51
0,5,11,11,130
0,5,114,6,152
0,6,88,5,140
0,6,88,5,51
60,5,26,11,117
60,1,56,6,88
60,1,46,11,83
0,1,118,11,33
0,9,148,6,29
60,11,4,2,73
60,6,44,0,41
60,5,32,3,90
0,11,24,2,126
0,1,103,6,143
0,11,76,5,114
0,5,128,11,38
60,11,24,2,116
60,11,38,3,99
60,1,103,10,141
0,6,152,5,51
0,5,128,11,21
0,5,11,6,88
60,3,18,5,119
0,6,156,1,5
60,1,66,5,135
60,5,128,11,130
60,10,141,1,16
60,5,78,1,118
60,10,141,1,1
0,5,37,11,117
0,1,118,5,102
60,5,128,11,38
60,11,117,1,118
0,5,37,11,93
60,11,21,5,26
0,1,89,11,83
0,1,134,5,37
60,5,78,11,38
0,11,130,2,73
60,11,93,5,37
60,3,90,5,54
0,5,135,6,27
0,1,47,7,109
0,6,44,0,79
0,6,150,9,49
0,5,17,1,118
0,8,153,2,34
60,3,58,9,13
0,11,38,5,63
60,11,48,1,118
0,11,21,1,1
0,2,10,8,153
60,5,17,1,134
60,1,5,6,156
60,1,96,5,135
60,5,102,11,93
0,9,148,6,29
60,11,21,3,99
0,1,89,10,142
60,5,128,11,21
60,11,83,10,141
0,5,51,1,96
0,10,142,1,47
60,11,38,5,37
60,11,121,2,42
0,3,98,5,115
0,11,76,5,147
0,5,140,0,91
60,5,128,11,38
0,5,63,11,38
0,5,17,6,27
0,2,73,11,24
0,1,118,11,48
0,11,38,5,37
0,3,58,9,113
0,1,118,6,156
0,1,138,6,156
0,11,4,3,99
0,2,73,11,24
0,1,5,6,40
0,11,38,1,134
60,11,93,5,78
0,9,148,3,127
0,9,148,0,157
0,6,40,1,5
60,6,150,5,67
0,1,1,10,141
60,5,37,11,4
0,6,29,5,26
0,3,18,5,119
0,5,63,11,38
60,11,158,2,87
0,11,38,5,102
0,11,24,5,61
60,5,63,11,39
0,5,119,3,98
0,5,119,3,99
60,1,64,6,40
0,1,89,10,141
0,11,38,5,37
0,2,73,11,4
0,11,76,5,97
60,11,62,1,137
0,5,128,11,38
60,1,47,11,48
60,2,42,11,121
60,5,144,11,93
60,0,124,6,44
60,11,38,5,128
0,5,102,11,48
60,1,56,5,102
60,5,0,3,18
0,5,128,11,38
0,6,29,0,124
60,5,67,1,16
60,11,121,7,85
60,11,145,5,11
60,1,118,6,156
0,0,124,9,13
0,8,59,2,82
0,2,34,8,153
0,1,118,5,17
0,1,137,11,20
0,6,27,5,51
0,6,156,1,56
60,5,63,11,38
0,5,37,11,38
60,11,62,1,137
0,5,102,11,76
0,11,121,2,73
0,5,17,6,40
0,1,66,6,40
0,9,148,3,19
0,3,98,5,0
60,5,115,6,29
0,6,88,5,97
0,11,130,5,37
0,7,60,10,107
0,1,89,11,33
60,1,155,6,65
60,5,26,1,56
0,1,46,10,141
0,5,63,11,38
60,5,51,1,134
60,5,67,1,96
60,11,38,5,67
60,5,128,11,38
0,9,148,3,84
0,11,62,7,43
60,5,140,6,27
0,11,38,5,63
60,6,27,1,16
60,11,76,5,61
60,3,127,5,54
0,8,59,2,10
0,11,48,5,78
60,6,152,5,140
0,1,47,11,108
0,11,38,5,128
0,11,76,5,128
0,5,11,11,38
60,1,96,5,97
0,6,88,5,7
60,1,134,6,65
60,0,157,6,44
60,6,29,5,140
60,1,118,11,48
0,11,48,5,78
60,6,88,5,144
60,1,5,4,110
60,11,38,5,128
0,1,96,6,27
60,11,24,2,34
60,3,19,9,36
60,11,48,5,78
60,11,21,5,11
60,10,141,1,1
60,2,87,8,106
0,8,59,2,34
60,11,145,5,102
60,5,135,11,93
60,3,19,9,148
0,5,61,11,93
0,5,128,11,76
0,6,156,1,64
0,7,109,11,108
0,1,138,6,65
0,5,26,11,76
60,11,24,2,73
