Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
0,27,11,27,37
0,0,4,0,117
60,15,66,15,5
0,24,148,9,98
0,19,121,16,87
60,27,63,27,38
60,15,64,15,155
0,0,4,27,21
60,12,144,12,54
0,19,145,18,33
60,2,152,20,104
0,19,20,19,109
60,30,2,30,2
60,9,18,24,35
0,25,68,5,47
60,0,39,27,38
60,27,38,8,118
60,0,108,27,38
60,9,98,12,114
60,19,73,19,73
60,7,143,15,156
0,4,153,16,10
0,8,118,18,137
60,29,134,27,93
0,8,1,15,66
0,8,1,29,135
0,2,29,24,148
0,27,38,27,37
60,29,67,29,135
60,27,38,27,38
0,15,66,5,89
60,27,38,12,144
60,12,97,12,144
60,12,147,12,97
60,27,21,27,93
60,18,137,18,83
0,29,32,24,35
0,30,157,30,124
60,5,141,5,47
60,2,152,29,32
0,29,17,29,96
0,16,82,16,82
0,19,121,19,121
0,27,11,8,102
0,3,110,7,30
0,27,128,27,11
60,18,83,18,83
60,27,38,27,38
60,24,90,9,98
60,24,148,24,19
0,29,51,27,37
60,15,40,15,64
0,15,5,8,118
0,27,38,27,38
0,27,93,8,102
60,5,89,8,118
0,12,61,12,97
60,27,93,28,31
0,27,38,0,39
60,5,46,0,117
60,2,152,29,51
0,5,103,5,89
60,27,128,27,76
60,27,11,27,76
0,8,118,15,16
60,27,93,27,37
60,1,91,30,2
60,15,64,7,143
0,27,128,27,128
60,17,122,30,124
60,13,95,13,52
0,2,27,15,138
0,27,128,27,128
60,29,135,27,93
0,29,56,2,29
60,22,36,22,36
60,2,88,29,140
60,20,81,29,140
0,19,121,19,45
60,0,4,18,154
60,8,102,27,38
60,27,128,27,130
0,27,38,27,21
0,8,118,8,78
60,2,27,29,67
0,27,38,27,11
0,1,41,20,81
0,15,156,15,138
0,9,18,9,98
60,24,90,13,95
0,13,112,2,29
60,20,44,30,157
60,29,32,29,135
0,27,37,8,102
0,15,66,15,66
60,18,62,18,83
60,15,40,2,152
60,28,31,9,99
0,29,56,29,96
60,7,143,15,64
0,18,62,5,14
60,21,69,3,110
60,26,142,5,47
60,8,78,27,93
0,15,64,15,66
0,24,84,29,51
0,5,89,15,66
60,27,37,12,115
60,9,18,9,18
0,9,127,9,99
0,2,29,1,41
60,18,137,8,118
60,8,118,29,134
60,8,102,8,26
60,24,90,9,98
60,27,76,12,147
0,19,45,0,158
60,19,73,19,73
60,27,37,8,102
60,29,140,29,96
0,27,128,0,117
0,8,118,18,33
0,8,118,8,1
0,27,38,15,16
0,12,119,12,144
60,18,33,18,33
60,29,135,29,51
60,12,97,27,11
60,29,134,8,118
0,24,90,12,54
60,15,138,15,138
0,5,141,8,118
60,29,135,15,155
0,12,0,12,119
0,24,7,2,150
0,27,38,12,114
0,24,148,24,90
0,27,21,0,86
60,27,128,12,97
0,26,149,5,47
0,18,137,5,47
60,5,89,15,16
60,27,37,27,37
60,8,26,29,17
0,26,133,26,133
0,0,92,19,145
0,15,16,5,46
0,0,4,19,45
0,15,40,29,56
0,27,11,27,37
60,24,148,24,90
0,29,32,29,140
60,8,48,0,117
0,29,67,29,67
0,27,63,2,29
60,27,11,27,38
0,30,124,1,41
0,27,38,27,38
0,15,16,8,1
0,12,0,12,144
60,22,36,30,157
60,19,145,19,145
0,18,137,5,103
60,5,141,5,89
0,19,145,19,20
0,27,63,12,115
60,8,102,0,117
60,10,70,26,149
0,9,18,9,18
60,27,128,27,38
0,12,0,27,63
60,27,76,12,54
0,0,4,0,117
0,2,29,2,29
60,18,154,19,45
60,27,38,27,38
0,10,60,10,43
0,24,84,24,148
0,28,31,6,9
0,12,119,12,119
60,0,108,27,38
0,30,25,14,22
60,8,48,0,117
60,24,90,9,18
60,5,47,18,62
0,2,29,2,29
0,18,137,5,47
60,27,128,27,76
60,5,141,18,62
0,29,135,29,51
60,15,138,15,155
0,8,118,8,102
0,5,46,8,1
0,29,17,29,56
0,18,137,15,66
0,5,46,5,141
60,16,10,11,116
0,29,17,29,51
0,15,138,15,156
60,27,37,27,38
0,9,98,12,54
0,9,127,24,90
0,10,60,10,60
60,27,128,27,128
60,15,155,15,155
60,27,38,0,4
60,30,79,30,157
60,20,44,7,30
0,27,11,27,128
0,27,38,0,4
0,15,138,15,138
0,5,89,15,66
0,2,88,2,27
0,5,46,8,118
60,24,19,9,53
0,15,156,15,156
0,27,93,0,4
60,15,155,15,64
0,9,99,9,99
0,27,11,27,76
60,30,124,30,157
60,27,37,27,21
0,24,84,29,51
60,5,103,5,47
60,5,46,5,103
0,10,60,10,60
0,16,126,16,87
60,29,135,29,135
60,12,97,24,7
0,9,18,24,35
60,8,1,8,48
60,27,37,15,40
60,19,73,16,10
60,29,32,12,115
60,19,73,16,82
60,15,64,15,16
0,27,38,0,117
60,12,0,12,147
0,2,27,29,51
60,5,141,5,47
60,27,37,12,114
60,12,144,2,88
0,29,140,2,152
0,18,83,19,145
60,10,12,10,60
0,27,76,27,38
0,12,54,12,119
0,29,32,29,56
0,0,4,8,48
0,13,52,1,41
0,31,85,18,62
60,15,64,15,16
60,29,134,8,1
60,19,121,19,121
60,27,38,27,93
0,15,40,2,152
0,29,96,24,7
0,12,0,12,97
0,27,38,27,37
60,8,26,29,67
60,27,11,27,76
60,29,32,12,115
0,30,157,30,124
0,27,38,27,38
60,15,64,8,118
0,27,21,0,4
60,30,124,30,157
60,16,87,0,39
0,29,96,2,27
60,5,89,15,66
0,19,145,19,24
0,27,128,27,38
60,2,152,7,65
0,8,118,15,138
60,27,63,27,128
60,26,142,26,142
60,11,116,11,116
0,12,147,29,135
0,29,96,20,81
0,27,38,27,63
60,25,68,26,28
60,2,152,2,152
60,2,152,20,81
60,27,38,0,158
60,27,38,27,38
0,0,4,18,154
60,12,147,27,76
0,12,115,12,54
0,29,135,8,26
60,0,92,27,38
60,19,73,0,158
60,27,128,27,76
60,12,61,27,63
60,18,33,19,145
0,9,18,9,98
0,8,118,8,78
0,0,117,27,76
60,10,60,10,12
0,22,13,30,79
0,15,16,15,64
0,8,1,29,56
0,27,38,29,140
0,0,117,27,38
0,27,128,12,97
60,30,157,30,157
0,12,54,9,98
0,19,73,19,73
60,29,134,15,64
0,19,145,27,130
60,9,99,9,18
0,27,76,29,56
0,15,16,18,83
0,27,38,27,38
60,29,96,30,157
0,16,10,11,116
0,18,62,19,24
60,19,73,16,55
60,12,61,27,37
60,29,140,12,115
60,27,93,27,38
0,29,56,15,64
0,27,38,8,78
0,12,0,8,26
0,8,118,5,89
0,0,4,27,38
0,28,31,28,31
60,24,84,12,115
0,27,76,27,128
60,24,7,29,51
0,27,128,27,38
60,7,143,15,64
60,12,97,28,31
0,15,16,15,155
60,12,147,27,38
0,27,38,27,128
0,26,149,5,14
0,16,82,19,24
0,27,38,0,4
60,16,10,19,73
0,8,78,29,56
0,9,98,9,98
0,27,63,27,63
0,30,124,30,2
60,29,96,2,150
0,27,37,29,134
60,27,76,27,128
60,15,16,15,16
0,16,82,4,34
60,12,115,12,144
0,29,140,29,135
60,30,157,2,152
0,5,89,5,89
0,8,1,8,48
60,15,156,15,5
0,19,73,11,116
0,0,86,0,86
0,5,89,29,51
0,19,145,19,145
60,22,13,28,31
60,29,32,8,26
0,27,11,27,21
60,15,16,15,64
0,12,115,24,90
60,24,35,12,115
60,27,128,12,147
0,0,117,0,92
60,29,134,29,135
60,27,38,18,62
60,8,78,8,48
0,8,48,5,47
60,19,73,19,73
60,9,53,9,98
0,15,155,15,64
60,29,135,27,11
0,29,135,12,147
60,5,89,5,141
60,15,16,15,66
0,16,87,4,57
60,12,147,12,115
60,15,66,29,56
60,5,46,5,47
0,27,38,27,38
60,0,4,16,10
0,29,134,29,56
0,19,121,16,87
60,19,24,0,92
0,18,83,18,154
60,8,48,0,117
60,23,106,11,116
0,19,45,19,24
0,15,138,15,5
60,18,137,15,66
60,29,17,29,140
60,0,86,0,158
0,8,48,8,102
60,8,48,5,47
0,20,81,2,29
60,15,66,15,16
0,18,33,15,16
0,15,66,29,51
60,5,46,8,1
0,15,5,15,16
60,25,68,25,151
60,29,56,8,78
60,13,112,13,112
0,27,38,27,76
0,15,5,15,64
60,2,29,13,112
60,29,140,2,152
0,28,31,9,99
0,27,93,27,128
60,26,142,3,110
60,15,64,5,103
60,12,114,29,140
60,29,32,12,0
60,30,129,30,157
0,27,128,8,102
60,29,135,8,78
60,12,144,12,119
60,8,102,15,156
60,15,64,15,64
60,19,45,19,20
60,12,144,29,51
0,18,154,18,33
0,16,87,4,34
60,5,89,5,47
0,2,27,2,88
60,7,65,27,93
0,15,155,15,40
0,27,38,0,4
60,2,152,29,51
0,24,148,24,148
0,15,156,7,143
0,28,31,9,18
0,15,40,15,40
0,12,114,27,128
60,8,48,27,38
0,8,102,8,118
60,8,102,12,114
0,18,33,0,92
60,27,37,27,11
60,27,130,29,56
0,27,63,12,144
0,8,78,8,118
60,27,128,12,114
0,15,66,15,5
60,31,85,19,45
60,22,100,28,31
0,9,18,12,54
60,24,148,24,19
60,29,32,15,16
0,27,128,12,114
60,12,147,27,76
60,29,67,12,144
0,27,128,27,128
60,0,117,27,93
60,10,60,5,46
0,12,114,27,128
0,18,62,5,47
0,4,59,23,15
0,29,51,27,128
0,27,128,27,128
60,27,38,27,76
0,28,31,22,71
60,27,11,27,128
0,27,63,27,128
0,0,108,0,4
0,0,86,8,118
0,29,51,8,26
0,2,29,15,40
0,0,92,27,21
0,27,38,8,78
60,29,135,27,128
0,16,10,16,126
60,29,17,29,56
60,28,75,28,31
0,0,158,27,38
60,13,95,22,13
0,8,1,5,89
0,13,49,30,124
60,15,5,20,123
60,8,118,8,78
0,27,76,29,135
0,27,76,27,76
0,29,96,29,135
60,12,114,27,63
60,15,16,15,155
60,11,116,19,145
0,2,150,24,84
0,2,29,2,29
0,0,39,19,73
0,20,44,14,22
0,3,72,3,8
0,18,137,18,137
0,15,16,8,118
0,8,78,8,118
60,15,64,15,64
60,5,89,0,117
0,12,144,24,84
0,24,148,2,150
0,29,135,27,38
60,0,86,18,137
0,9,18,12,0
60,27,63,12,147
60,27,37,27,76
0,27,128,27,128
60,27,21,0,4
0,22,13,13,95
60,26,142,26,142
60,19,121,16,87
0,19,20,18,62
60,29,17,27,37
60,12,119,12,144
0,27,38,27,38
0,8,1,8,118
0,27,63,8,102
60,2,150,2,27
0,30,124,30,157
60,3,110,3,110
60,15,66,5,47
60,0,4,27,128
0,27,38,19,24
60,5,89,8,1
60,4,34,4,59
60,15,155,15,155
0,4,59,16,10
60,29,17,27,76
60,15,64,15,5
60,10,60,10,77
0,9,98,24,35
60,15,16,15,155
0,27,63,12,61
0,8,102,29,135
0,27,38,27,38
60,18,137,15,16
60,18,83,11,116
60,18,62,18,33
60,18,83,18,137
0,29,135,27,37
0,16,82,16,82
60,29,135,27,37
0,2,29,2,152
0,2,29,2,29
0,16,87,16,82
60,7,65,15,5
0,11,116,19,121
0,29,32,12,114
0,29,32,29,56
0,15,16,5,89
60,26,142,5,47
0,8,1,5,141
0,11,116,4,34
0,15,66,7,143
0,18,33,8,78
0,19,145,19,73
60,27,93,27,93
60,3,72,25,151
0,27,128,27,38
60,12,147,12,0
0,15,64,15,155
0,19,24,16,10
60,12,0,8,102
60,0,117,27,21
60,27,38,27,38
0,27,128,27,128
60,27,93,0,86
0,29,96,12,97
0,2,27,8,26
60,19,24,0,39
60,15,138,5,103
0,24,35,12,115
60,12,114,27,11
60,9,99,9,127
0,27,11,27,38
0,2,27,15,156
0,13,112,13,112
60,8,48,27,130
0,0,92,19,145
0,8,1,8,102
60,27,38,27,76
60,12,54,9,18
60,18,33,0,4
60,9,99,9,18
60,27,130,27,38
60,16,87,19,121
60,29,67,29,96
0,20,44,20,44
0,5,46,19,20
0,8,48,8,48
0,12,54,12,119
60,4,34,19,24
60,30,157,30,157
0,12,114,12,0
0,19,145,0,4
60,8,118,15,64
0,29,17,29,96
60,12,144,29,32
0,16,10,16,10
0,29,32,29,56
0,0,108,19,73
0,9,99,12,54
60,30,124,30,25
0,11,116,19,121
0,29,56,29,56
60,27,11,27,11
60,29,134,15,66
60,27,76,8,26
60,27,38,27,21
60,28,31,9,99
0,19,121,18,33
60,2,27,15,138
0,24,90,9,18
0,12,114,29,67
60,22,100,6,58
60,9,18,9,18
0,27,63,27,11
60,2,88,24,7
60,27,93,27,21
0,8,78,8,102
60,27,21,27,37
60,27,21,0,4
0,15,155,0,117
0,1,41,30,2
0,30,129,30,129
60,29,134,29,17
60,5,46,5,89
0,12,147,9,18
0,15,66,0,86
0,12,97,27,11
0,8,102,29,56
0,29,32,29,51
0,2,152,15,156
60,5,47,5,14
0,15,5,15,156
0,18,154,19,45
0,27,37,29,134
0,15,40,2,88
0,16,82,19,73
0,29,96,29,135
0,5,47,8,48
60,2,27,29,96
60,29,135,12,147
0,20,6,20,81
0,23,132,16,82
60,13,113,22,13
60,15,40,2,152
60,18,62,5,46
0,0,158,0,86
60,29,17,8,78
60,29,56,15,138
60,0,158,27,38
60,12,97,12,114
60,9,99,28,31
0,14,22,14,136
60,18,33,8,48
60,5,46,5,46
0,22,36,13,113
60,12,0,27,128
60,8,48,5,46
0,8,48,29,56
0,27,63,12,114
60,15,5,7,30
0,5,46,5,89
60,16,82,16,87
0,27,128,27,128
0,8,78,15,156
0,29,56,29,17
0,29,134,8,118
0,0,92,0,39
60,18,33,27,130
0,15,40,20,123
60,8,48,27,93
60,29,135,27,76
60,2,88,29,140
0,5,89,18,137
60,30,25,30,157
60,19,145,18,154
0,8,26,15,66
60,22,71,22,71
60,28,31,9,99
60,18,62,18,33
0,24,7,2,29
60,5,47,15,66
60,27,21,27,38
0,10,70,10,77
0,7,120,15,5
0,9,18,24,90
60,8,48,27,38
0,15,64,15,5
60,5,103,5,141
0,4,34,16,10
60,4,34,16,82
60,29,67,12,144
60,30,124,30,124
0,30,157,30,124
0,29,96,15,40
60,29,96,27,37
0,30,124,30,124
0,2,29,13,112
60,8,26,27,38
0,24,148,12,144
60,24,148,22,13
0,9,127,6,58
0,12,119,27,76
60,19,121,0,92
0,11,42,16,82
0,12,114,27,128
0,8,26,29,17
60,11,105,11,105
60,19,20,19,20
0,6,58,6,58
60,24,7,9,18
0,9,98,9,18
0,16,82,23,15
60,12,115,24,84
0,28,125,28,31
60,16,87,16,82
0,18,154,19,45
0,29,135,8,78
0,27,38,27,38
60,12,97,29,17
0,0,86,19,145
0,26,142,5,141
0,19,73,4,34
60,12,61,12,61
0,29,134,27,37
60,27,93,27,38
60,0,108,0,39
0,27,38,27,37
60,9,99,28,75
60,15,156,15,138
0,15,5,15,5
60,19,45,0,92
60,2,152,29,51
0,28,75,28,31
0,19,20,11,116
0,29,56,8,78
60,0,39,27,38
60,29,56,29,135
0,13,112,2,29
0,2,150,24,7
60,11,116,16,82
60,27,93,27,38
0,12,119,12,119
60,17,122,30,157
0,2,29,24,84
60,8,1,8,48
0,19,24,16,87
60,27,37,29,17
60,12,144,12,0
60,27,128,27,37
0,18,62,18,154
0,15,64,5,89
0,27,38,27,38
60,8,118,27,63
60,7,143,15,156
0,27,21,27,38
60,2,29,2,27
0,29,51,29,135
60,15,156,15,156
0,12,115,9,98
0,8,48,15,16
0,16,87,16,87
60,20,44,20,44
0,2,27,15,138
60,7,143,7,120
60,27,76,27,11
0,5,89,18,137
60,0,117,8,118
60,20,104,20,44
60,9,18,24,90
60,12,54,9,18
0,8,26,27,128
60,27,37,12,114
0,24,90,24,148
60,0,108,0,117
60,15,155,5,89
60,16,87,19,73
60,8,48,8,48
60,22,71,22,71
0,5,103,15,5
60,30,124,2,150
0,5,47,5,47
60,15,138,15,138
0,12,114,8,118
60,0,158,27,38
0,8,118,29,32
0,31,85,10,60
60,22,36,30,2
0,15,138,29,56
60,27,11,27,38
60,0,117,0,92
60,29,67,29,51
60,28,75,28,75
60,27,11,27,11
0,12,115,12,54
0,19,20,16,126
0,5,89,5,89
0,8,26,8,102
0,27,93,27,38
60,2,152,29,51
60,27,38,12,114
0,17,122,30,25
0,22,36,13,95
0,0,4,0,86
0,27,130,27,38
0,0,39,27,11
60,9,18,9,18
0,2,150,15,138
60,0,4,27,38
60,2,27,2,88
60,27,128,27,38
60,28,31,9,99
60,11,105,19,121
0,12,144,12,144
0,8,118,15,64
60,15,156,2,152
60,12,144,2,29
0,27,21,27,130
60,15,156,15,156
0,18,137,18,83
60,2,150,2,150
0,8,26,29,96
60,12,61,9,18
60,29,51,2,27
60,5,89,15,66
60,18,137,0,86
60,12,144,9,99
0,12,0,8,102
0,8,48,27,21
60,27,93,8,102
0,0,108,16,10
0,16,10,0,108
0,27,11,12,147
60,5,47,26,142
0,28,31,28,75
60,29,17,15,138
60,2,152,2,152
60,0,4,27,38
0,27,63,12,0
0,29,140,29,96
0,2,88,30,2
0,27,93,27,128
0,12,97,29,51
60,6,58,6,9
0,27,11,27,11
60,12,97,27,37
60,12,114,29,32
60,27,63,12,97
60,29,56,15,138
0,9,99,9,99
60,18,154,18,154
0,12,61,29,96
60,3,72,3,72
60,12,114,8,118
0,29,67,24,90
0,15,155,8,118
60,2,29,24,35
60,8,1,5,141
60,12,97,12,97
60,15,40,2,88
0,8,78,12,147
60,10,70,10,60
60,27,38,27,63
0,0,4,0,86
0,22,100,6,58
60,0,108,27,38
0,27,21,8,1
60,8,26,27,11
0,27,63,27,38
60,12,144,12,147
60,30,157,30,124
60,0,158,0,39
0,29,17,15,40
0,12,61,12,114
60,24,19,24,90
60,20,104,7,120
0,12,114,27,37
60,2,88,29,96
60,5,89,8,1
0,24,90,12,54
60,19,121,19,24
0,0,92,27,130
0,29,67,24,148
0,11,105,19,73
60,8,48,8,1
60,2,88,29,67
0,13,113,6,159
60,15,64,15,66
0,15,16,8,1
60,24,35,24,148
0,8,118,5,89
0,12,97,8,78
0,27,128,27,128
0,29,96,29,51
60,9,18,12,97
0,12,119,12,115
0,15,66,8,118
0,8,118,8,78
60,27,76,27,21
60,12,61,27,63
60,8,118,0,86
60,31,85,19,20
0,29,51,29,67
60,24,90,9,18
0,27,130,27,38
0,29,96,29,51
60,0,117,28,31
60,29,135,27,128
60,27,38,0,108
60,8,102,12,144
0,30,124,30,2
60,5,47,8,1
0,8,1,15,16
0,27,11,27,37
60,19,145,16,10
60,0,39,27,21
60,27,38,27,128
60,8,26,12,97
0,5,141,5,103
0,16,82,16,82
0,9,18,9,18
60,15,16,5,89
0,16,10,16,82
0,28,75,0,108
60,24,90,24,90
60,27,11,27,38
0,0,117,27,76
0,15,64,29,134
60,15,40,15,66
60,5,89,7,143
60,8,118,8,78
0,6,159,13,95
60,27,11,27,76
60,6,58,28,31
0,15,64,5,103
60,0,108,27,38
0,24,84,2,150
0,7,143,15,156
60,30,157,30,2
60,0,158,0,39
60,23,132,23,132
0,8,26,8,26
0,12,61,27,93
60,20,44,15,156
0,27,37,0,4
0,18,33,18,33
60,27,63,27,11
60,15,40,15,40
0,0,39,27,130
0,19,45,10,43
0,19,121,16,82
0,28,75,9,99
0,29,134,27,38
60,24,7,29,51
60,9,99,28,31
0,22,13,22,13
60,9,98,24,84
0,9,53,9,99
60,27,128,27,93
0,27,37,27,11
0,24,148,24,148
0,9,18,9,18
60,15,156,15,66
60,15,16,5,47
0,27,11,27,63
60,27,128,27,128
60,26,142,5,47
0,15,64,15,5
60,27,93,27,38
60,16,82,4,34
0,27,21,8,48
60,12,0,24,90
0,28,31,28,75
0,12,61,12,119
0,11,116,16,82
60,27,38,19,24
0,12,144,29,67
60,27,128,12,119
60,27,128,27,93
0,24,7,29,67
0,19,73,16,10
0,28,31,28,75
60,16,82,16,126
0,5,46,8,48
0,2,29,24,148
0,27,128,27,38
0,8,48,0,4
60,29,96,29,96
60,9,18,9,99
0,15,64,7,143
0,27,76,27,38
60,19,45,27,38
0,4,59,23,146
60,27,21,0,158
60,5,141,26,142
60,12,0,12,115
60,29,134,15,156
60,11,42,19,73
0,8,102,8,78
60,14,22,20,44
0,29,135,29,140
60,10,60,10,77
0,19,24,0,86
60,8,78,15,66
60,4,34,16,87
60,27,63,12,61
60,19,24,27,21
60,12,61,27,76
60,27,37,27,11
0,19,24,0,39
60,27,128,27,38
0,2,29,2,29
0,15,16,29,134
60,24,35,24,19
0,15,5,2,27
0,30,79,17,122
0,29,67,29,51
60,5,89,8,1
60,16,82,23,146
60,12,54,24,19
0,27,38,27,128
60,5,47,5,141
0,8,1,5,141
60,18,154,5,47
60,12,0,12,114
60,29,56,2,88
0,27,93,8,118
60,12,144,12,0
0,18,33,27,130
0,12,144,9,18
0,4,59,16,10
60,12,61,12,114
0,30,124,1,41
60,28,31,28,75
60,29,67,24,90
0,27,21,27,38
0,27,38,0,158
0,24,148,24,7
60,16,82,16,10
60,8,48,8,48
0,19,20,19,109
60,0,86,19,45
60,19,145,19,24
60,10,60,10,12
0,15,156,7,120
60,4,59,4,59
0,27,76,12,0
60,8,102,29,17
0,27,21,27,128
60,19,24,0,108
0,27,38,27,128
60,30,124,30,2
60,29,56,12,114
0,19,73,19,73
0,18,33,18,83
60,8,118,8,1
0,8,102,27,130
0,27,11,12,0
0,29,56,15,138
60,27,93,27,38
0,27,38,27,11
0,0,158,27,38
0,5,89,18,137
60,29,67,12,114
60,5,89,8,118
0,20,44,1,41
60,8,1,8,48
0,29,51,29,17
0,29,135,29,17
0,15,16,27,38
0,19,73,19,145
0,16,55,4,34
0,1,131,30,124
60,12,115,12,115
60,18,33,18,154
0,15,64,7,143
0,19,24,27,130
0,5,47,18,137
60,7,65,15,40
0,9,53,9,99
60,12,61,12,61
0,18,33,8,102
60,8,102,8,118
0,15,64,8,1
0,9,127,28,125
0,3,72,14,136
60,12,114,12,97
60,29,96,29,51
0,12,115,24,19
60,9,18,12,0
60,0,4,27,38
60,28,75,28,75
0,27,11,27,11
0,29,134,29,56
60,15,138,15,16
60,20,104,20,104
0,8,102,2,152
0,0,86,18,33
60,8,26,27,76
60,19,24,19,145
60,12,97,12,114
60,27,21,27,38
0,15,64,5,89
0,29,134,8,26
0,12,61,27,11
0,24,7,24,35
60,16,87,16,126
0,27,128,27,38
0,15,16,15,64
0,9,18,9,18
0,5,89,15,66
60,19,24,18,154
60,5,89,15,16
60,5,46,8,102
60,27,37,8,102
0,29,135,27,128
60,24,7,30,124
0,8,118,29,134
0,19,73,19,24
60,12,54,9,127
0,27,38,27,38
60,4,59,16,87
0,9,99,28,31
0,10,60,26,28
0,15,5,15,64
0,8,48,18,154
60,29,67,24,148
60,15,66,8,118
0,19,73,16,10
60,5,103,5,46
60,0,158,0,4
60,9,98,9,18
0,27,63,12,147
60,2,27,30,124
0,27,63,27,63
0,27,38,27,63
0,19,121,0,108
0,18,83,27,21
0,28,31,28,125
0,5,103,15,156
0,8,102,8,48
60,27,37,27,37
0,1,41,20,44
0,12,114,29,96
0,27,11,27,93
0,0,117,27,38
60,19,20,11,42
0,27,38,27,38
0,30,124,30,157
60,26,142,25,68
60,9,18,12,115
0,27,38,27,128
0,27,128,12,0
60,27,93,27,128
60,27,38,0,92
60,12,54,12,115
60,24,90,9,98
60,27,38,12,61
60,8,48,8,102
60,28,75,27,37
0,27,11,27,37
0,27,38,27,38
0,13,95,6,58
60,29,67,12,115
60,8,78,8,26
0,12,147,12,119
0,27,11,8,78
0,15,155,7,30
60,9,127,9,99
60,1,91,30,157
0,11,116,11,116
60,4,59,23,106
60,1,91,30,157
60,27,38,8,26
0,15,66,7,65
60,19,145,18,83
0,8,26,12,97
60,8,118,18,83
60,27,130,27,21
60,29,17,8,102
0,27,38,27,38
60,0,158,27,38
0,8,1,5,141
0,8,1,0,86
0,16,82,16,82
0,12,115,24,7
60,9,127,24,35
60,18,154,0,92
60,19,24,10,43
0,15,40,29,56
60,1,131,30,157
60,18,83,8,48
0,29,51,8,26
60,30,25,30,25
60,27,38,27,128
60,0,117,0,117
60,16,82,11,116
0,15,40,29,51
60,19,73,11,116
0,8,26,29,134
0,27,93,27,128
0,30,157,30,157
0,27,38,27,128
60,16,82,27,21
60,19,45,19,145
60,29,56,2,152
60,8,118,18,83
0,13,112,13,112
60,29,134,5,89
60,30,157,13,49
0,5,14,18,62
0,27,38,27,93
60,12,97,12,119
60,5,89,18,83
0,28,31,28,75
60,27,38,29,140
0,16,10,19,24
0,29,32,29,32
0,18,62,18,62
60,5,47,5,89
0,27,21,27,21
60,29,67,8,26
0,8,1,29,51
0,16,87,4,59
60,29,96,29,17
0,5,89,15,66
60,15,66,15,66
60,19,73,0,108
60,27,38,27,37
60,27,128,27,11
0,9,18,24,90
60,11,116,23,106
60,29,17,29,56
0,0,158,27,38
60,12,147,29,32
