Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
0,1,145,1,145
60,0,13,2,31
60,7,32,7,26
0,7,11,1,21
60,7,16,5,64
0,7,115,2,90
60,2,35,7,115
60,7,128,7,147
0,1,117,1,92
60,7,134,7,135
60,7,38,1,62
60,7,78,7,48
0,7,48,3,47
60,1,73,1,73
60,2,53,2,98
0,5,155,5,64
60,7,135,7,11
0,7,135,7,147
60,3,89,3,141
60,7,16,7,66
0,4,87,4,57
60,7,147,7,115
60,7,66,7,56
60,3,46,3,47
0,7,38,7,38
60,1,4,1,10
0,7,134,7,56
0,1,121,4,87
60,1,24,1,92
0,1,83,1,154
60,7,48,1,117
60,4,106,1,116
0,1,45,1,24
0,5,138,5,5
60,3,137,7,66
60,7,17,7,140
60,1,86,1,158
0,7,48,7,102
60,7,48,3,47
0,5,81,5,29
60,7,66,7,16
0,1,33,7,16
0,7,66,7,51
60,3,46,7,1
0,5,5,7,16
60,3,68,6,151
60,7,56,7,78
60,5,112,5,112
0,7,38,7,76
0,5,5,5,64
60,5,29,5,112
60,7,140,5,152
0,2,31,2,99
0,7,93,7,128
60,3,142,6,110
60,5,64,3,103
60,7,114,7,140
60,7,32,7,0
60,0,129,0,157
0,7,128,7,102
60,7,135,7,78
60,7,144,7,119
60,7,102,5,156
60,5,64,5,64
60,1,45,1,20
60,7,144,7,51
0,1,154,1,33
0,4,87,4,34
60,3,89,3,47
0,5,27,5,88
60,5,65,7,93
0,5,155,5,40
0,7,38,1,4
60,5,152,7,51
0,2,148,2,148
0,5,156,5,143
0,2,31,2,18
0,5,40,5,40
0,7,114,7,128
60,7,48,7,38
0,7,102,7,118
60,7,102,7,114
0,1,33,1,92
60,7,37,7,11
60,1,130,7,56
0,7,63,7,144
0,7,78,7,118
60,7,128,7,114
0,7,66,5,5
60,1,85,1,45
60,2,100,2,31
0,2,18,7,54
60,2,148,2,19
60,7,32,7,16
0,7,128,7,114
60,7,147,7,76
60,7,67,7,144
0,7,128,7,128
60,1,117,7,93
60,3,60,3,46
0,7,114,7,128
0,1,62,3,47
0,4,59,4,15
0,7,51,7,128
0,7,128,7,128
60,7,38,7,76
0,2,31,0,71
60,7,11,7,128
0,7,63,7,128
0,1,108,1,4
0,1,86,7,118
0,7,51,7,26
0,5,29,5,40
0,1,92,1,21
0,7,38,7,78
60,7,135,7,128
0,1,10,4,126
60,7,17,7,56
60,2,75,2,31
0,1,158,7,38
60,2,95,0,13
0,7,1,3,89
0,5,49,0,124
60,5,5,5,123
60,7,118,7,78
0,7,76,7,135
0,7,76,7,76
0,7,96,7,135
60,7,114,7,63
60,7,16,5,155
60,1,116,1,145
0,5,150,2,84
0,5,29,5,29
0,1,39,1,73
0,5,44,0,22
0,6,72,6,8
0,3,137,3,137
0,7,16,7,118
0,7,78,7,118
60,5,64,5,64
60,3,89,1,117
0,7,144,2,84
0,2,148,5,150
0,7,135,7,38
60,1,86,3,137
0,2,18,7,0
60,7,63,7,147
60,7,37,7,76
0,7,128,7,128
60,1,21,1,4
0,0,13,2,95
60,3,142,3,142
60,1,121,4,87
0,1,20,1,62
60,7,17,7,37
60,7,119,7,144
0,7,38,7,38
0,7,1,7,118
0,7,63,7,102
60,5,150,5,27
0,0,124,0,157
60,6,110,6,110
60,7,66,3,47
60,1,4,7,128
0,7,38,1,24
60,3,89,7,1
60,4,34,4,59
60,5,155,5,155
0,4,59,1,10
60,7,17,7,76
60,5,64,5,5
60,3,60,3,77
0,2,98,2,35
60,7,16,5,155
0,7,63,7,61
0,7,102,7,135
0,7,38,7,38
60,3,137,7,16
60,1,83,1,116
60,1,62,1,33
60,1,83,3,137
0,7,135,7,37
0,4,82,4,82
60,7,135,7,37
0,5,29,5,152
0,5,29,5,29
0,4,87,4,82
60,5,65,5,5
0,1,116,1,121
0,7,32,7,114
0,7,32,7,56
0,7,16,3,89
60,3,142,3,47
0,7,1,3,141
0,1,116,4,34
0,7,66,5,143
0,1,33,7,78
0,1,145,1,73
60,7,93,7,93
60,6,72,6,151
0,7,128,7,38
60,7,147,7,0
0,5,64,5,155
0,1,24,1,10
60,7,0,7,102
60,1,117,1,21
60,7,38,7,38
0,7,128,7,128
60,7,93,1,86
0,7,96,7,97
0,5,27,7,26
60,1,24,1,39
60,5,138,3,103
0,2,35,7,115
60,7,114,7,11
60,2,99,2,127
0,7,11,7,38
0,5,27,5,156
0,5,112,5,112
60,7,48,1,130
0,1,92,1,145
0,7,1,7,102
60,7,38,7,76
60,7,54,2,18
60,1,33,1,4
60,2,99,2,18
60,1,130,7,38
60,4,87,1,121
60,7,67,7,96
0,5,44,5,44
0,3,46,1,20
0,7,48,7,48
0,7,54,7,119
60,4,34,1,24
60,0,157,0,157
0,7,114,7,0
0,1,145,1,4
60,7,118,5,64
0,7,17,7,96
60,7,144,7,32
0,1,10,1,10
0,7,32,7,56
0,1,108,1,73
0,2,99,7,54
60,0,124,0,25
0,1,116,1,121
0,7,56,7,56
60,7,11,7,11
60,7,134,7,66
60,7,76,7,26
60,7,38,1,21
60,2,31,2,99
0,1,121,1,33
60,5,27,5,138
0,2,90,2,18
0,7,114,7,67
60,2,100,2,58
60,2,18,2,18
0,7,63,7,11
60,5,88,7,7
60,7,93,1,21
0,7,78,7,102
60,1,21,7,37
60,1,21,1,4
0,5,155,1,117
0,0,41,0,2
0,0,129,0,129
60,7,134,7,17
60,3,46,3,89
0,7,147,2,18
0,7,66,1,86
0,7,97,7,11
0,7,102,7,56
0,7,32,7,51
0,5,152,5,156
60,3,47,3,14
0,5,5,5,156
0,1,154,1,45
0,7,37,7,134
0,5,40,5,88
0,4,82,1,73
0,7,96,7,135
0,3,47,7,48
60,5,27,7,96
60,7,135,7,147
0,5,6,5,81
0,4,132,4,82
60,2,113,0,13
60,5,40,5,152
60,1,62,3,46
0,1,158,1,86
60,7,17,7,78
60,7,56,5,138
60,1,158,7,38
60,7,97,7,114
60,2,99,2,31
0,0,22,0,136
60,1,33,7,48
60,3,46,3,46
0,2,36,2,113
60,7,0,7,128
60,7,48,3,46
0,7,48,7,56
0,7,63,7,114
60,5,5,6,30
0,3,46,3,89
60,4,82,4,87
0,7,128,7,128
0,7,78,5,156
0,7,56,7,17
0,7,134,7,118
0,1,92,1,39
60,1,33,1,130
0,5,40,5,123
60,7,48,7,93
60,7,135,7,76
60,5,88,7,140
0,3,89,3,137
60,0,25,0,157
60,1,145,1,154
0,7,26,7,66
60,0,71,0,71
60,2,31,2,99
60,1,62,1,33
0,7,7,5,29
60,3,47,7,66
60,1,21,7,38
0,3,70,3,77
0,5,120,5,5
0,2,18,2,90
60,7,48,7,38
0,5,64,5,5
60,3,103,3,141
0,4,34,1,10
60,4,34,4,82
60,7,67,7,144
60,0,124,0,124
0,0,157,0,124
0,7,96,5,40
60,7,96,7,37
0,0,124,0,124
0,5,29,5,112
60,7,26,7,38
0,2,148,7,144
60,2,148,0,13
0,2,127,2,58
0,7,119,7,76
60,1,121,1,92
0,1,42,4,82
0,7,114,7,128
0,7,26,7,17
60,1,105,1,105
60,1,20,1,20
0,2,58,2,58
60,7,7,2,18
0,2,98,2,18
0,4,82,4,15
60,7,115,2,84
0,2,125,2,31
60,4,87,4,82
0,1,154,1,45
0,7,135,7,78
0,7,38,7,38
60,7,97,7,17
0,1,86,1,145
0,3,142,3,141
0,1,73,4,34
60,7,61,7,61
0,7,134,7,37
60,7,93,7,38
60,1,108,1,39
0,7,38,7,37
60,2,99,2,75
60,5,156,5,138
0,5,5,5,5
60,1,45,1,92
60,5,152,7,51
0,2,75,2,31
0,1,20,1,116
0,7,56,7,78
60,1,39,7,38
60,7,56,7,135
0,5,112,5,29
0,5,150,7,7
60,1,116,4,82
60,7,93,7,38
0,7,119,7,119
60,0,122,0,157
0,5,29,2,84
60,7,1,7,48
0,1,24,4,87
60,7,37,7,17
60,7,144,7,0
60,7,128,7,37
0,1,62,1,154
0,5,64,3,89
0,7,38,7,38
60,7,118,7,63
60,5,143,5,156
0,1,21,7,38
60,5,29,5,27
0,7,51,7,135
60,5,156,5,156
0,7,115,2,98
0,7,48,7,16
0,4,87,4,87
60,5,44,5,44
0,5,27,5,138
60,5,143,5,120
60,7,76,7,11
0,3,89,3,137
60,1,117,7,118
60,5,104,5,44
60,2,18,2,90
60,7,54,2,18
0,7,26,7,128
60,7,37,7,114
0,2,90,2,148
60,1,108,1,117
60,5,155,3,89
60,4,87,1,73
60,7,48,7,48
60,0,71,0,71
0,3,103,5,5
60,0,124,5,150
0,3,47,3,47
60,5,138,5,138
0,7,114,7,118
60,1,158,7,38
0,7,118,7,32
0,1,85,3,60
60,2,36,0,2
0,5,138,7,56
60,7,11,7,38
60,1,117,1,92
60,7,67,7,51
60,2,75,2,75
60,7,11,7,11
0,7,115,7,54
0,1,20,4,126
0,3,89,3,89
0,7,26,7,102
0,7,93,7,38
60,5,152,7,51
60,7,38,7,114
0,0,122,0,25
0,2,36,2,95
0,1,4,1,86
0,1,130,7,38
0,1,39,7,11
60,2,18,2,18
0,5,150,5,138
60,1,4,7,38
60,5,27,5,88
60,7,128,7,38
60,2,31,2,99
60,1,105,1,121
0,7,144,7,144
0,7,118,5,64
60,5,156,5,152
60,7,144,5,29
0,1,21,1,130
60,5,156,5,156
0,3,137,1,83
60,5,150,5,150
0,7,26,7,96
60,7,61,2,18
60,7,51,5,27
60,3,89,7,66
60,3,137,1,86
60,7,144,2,99
0,7,0,7,102
0,7,48,1,21
60,7,93,7,102
0,1,108,1,10
0,1,10,1,108
0,7,11,7,147
60,3,47,3,142
0,2,31,2,75
60,7,17,5,138
60,5,152,5,152
60,1,4,7,38
0,7,63,7,0
0,7,140,7,96
0,5,88,0,2
0,7,93,7,128
0,7,97,7,51
60,2,58,2,9
0,7,11,7,11
60,7,97,7,37
60,7,114,7,32
60,7,63,7,97
60,7,56,5,138
0,2,99,2,99
60,1,154,1,154
0,7,61,7,96
60,6,72,6,72
60,7,114,7,118
0,7,67,2,90
0,5,155,7,118
60,5,29,2,35
60,7,1,3,141
60,7,97,7,97
60,5,40,5,88
0,7,78,7,147
60,3,70,3,60
60,7,38,7,63
0,1,4,1,86
0,2,100,2,58
60,1,108,7,38
0,1,21,7,1
60,7,26,7,11
0,7,63,7,38
60,7,144,7,147
60,0,157,0,124
60,1,158,1,39
0,7,17,5,40
0,7,61,7,114
60,2,19,2,90
60,5,104,5,120
0,7,114,7,37
60,5,88,7,96
60,3,89,7,1
0,2,90,7,54
60,1,121,1,24
0,1,92,1,130
0,7,67,2,148
0,1,105,1,73
60,7,48,7,1
60,5,88,7,67
0,2,113,2,159
60,5,64,7,66
0,7,16,7,1
60,2,35,2,148
0,7,118,3,89
0,7,97,7,78
0,7,128,7,128
0,7,96,7,51
60,2,18,7,97
0,7,119,7,115
0,7,66,7,118
0,7,118,7,78
60,7,76,1,21
60,7,61,7,63
60,7,118,1,86
60,1,85,1,20
0,7,51,7,67
60,2,90,2,18
0,1,130,7,38
0,7,96,7,51
60,1,117,2,31
60,7,135,7,128
60,7,38,1,108
60,7,102,7,144
0,0,124,0,2
60,3,47,7,1
0,7,1,7,16
0,7,11,7,37
60,1,145,1,10
60,1,39,1,21
60,7,38,7,128
60,7,26,7,97
0,3,141,3,103
0,4,82,4,82
0,2,18,2,18
60,7,16,3,89
0,1,10,4,82
0,2,75,1,108
60,2,90,2,90
60,7,11,7,38
0,1,117,7,76
0,5,64,7,134
60,5,40,7,66
60,3,89,5,143
60,7,118,7,78
0,2,159,2,95
60,7,11,7,76
60,2,58,2,31
0,5,64,3,103
60,1,108,7,38
0,2,84,5,150
0,5,143,5,156
60,0,157,0,2
60,1,158,1,39
60,4,132,4,132
0,7,26,7,26
0,7,61,7,93
60,5,44,5,156
0,7,37,1,4
0,1,33,1,33
60,7,63,7,11
60,5,40,5,40
0,1,39,1,130
0,1,45,3,43
0,1,121,4,82
0,2,75,2,99
0,7,134,7,38
60,7,7,7,51
60,2,99,2,31
0,0,13,0,13
60,2,98,2,84
0,2,53,2,99
60,7,128,7,93
0,7,37,7,11
0,2,148,2,148
0,2,18,2,18
60,5,156,7,66
60,7,16,3,47
0,7,11,7,63
60,7,128,7,128
60,3,142,3,47
0,5,64,5,5
60,7,93,7,38
60,4,82,4,34
0,1,21,7,48
60,7,0,2,90
0,2,31,2,75
0,7,61,7,119
0,1,116,4,82
60,7,38,1,24
0,7,144,7,67
60,7,128,7,119
60,7,128,7,93
0,7,7,7,67
0,1,73,1,10
0,2,31,2,75
60,4,82,4,126
0,3,46,7,48
0,5,29,2,148
0,7,128,7,38
0,7,48,1,4
60,7,96,7,96
60,2,18,2,99
0,5,64,5,143
0,7,76,7,38
60,1,45,7,38
0,4,59,4,146
60,1,21,1,158
60,3,141,3,142
60,7,0,7,115
60,7,134,5,156
60,1,42,1,73
0,7,102,7,78
60,0,22,5,44
0,7,135,7,140
60,3,60,3,77
0,1,24,1,86
60,7,78,7,66
60,4,34,4,87
60,7,63,7,61
60,1,24,1,21
60,7,61,7,76
60,7,37,7,11
0,1,24,1,39
60,7,128,7,38
0,5,29,5,29
0,7,16,7,134
60,2,35,2,19
0,5,5,5,27
0,0,79,0,122
0,7,67,7,51
60,3,89,7,1
60,4,82,4,146
60,7,54,2,19
0,7,38,7,128
60,3,47,3,141
0,7,1,3,141
60,1,154,3,47
60,7,0,7,114
60,7,56,5,88
0,7,93,7,118
60,7,144,7,0
0,1,33,1,130
0,7,144,2,18
0,4,59,1,10
60,7,61,7,114
0,0,124,0,41
60,2,31,2,75
60,7,67,2,90
0,1,21,7,38
0,7,38,1,158
0,2,148,7,7
60,4,82,1,10
60,7,48,7,48
0,1,20,1,109
60,1,86,1,45
60,1,145,1,24
60,3,60,1,12
0,5,156,5,120
60,4,59,4,59
0,7,76,7,0
60,7,102,7,17
0,1,21,7,128
60,1,24,1,108
0,7,38,7,128
60,0,124,0,2
60,7,56,7,114
0,1,73,1,73
0,1,33,1,83
60,7,118,7,1
0,7,102,1,130
0,7,11,7,0
0,7,56,5,138
60,7,93,7,38
0,7,38,7,11
0,1,158,7,38
0,3,89,3,137
60,7,67,7,114
60,3,89,7,118
0,5,44,0,41
60,7,1,7,48
0,7,51,7,17
0,7,135,7,17
0,7,16,7,38
0,1,73,1,145
0,4,55,4,34
0,0,131,0,124
60,7,115,7,115
60,1,33,1,154
0,5,64,5,143
0,1,24,1,130
0,3,47,3,137
60,5,65,5,40
0,2,53,2,99
60,7,61,7,61
0,1,33,7,102
60,7,102,7,118
0,5,64,7,1
0,2,127,2,125
0,6,72,0,136
60,7,114,7,97
60,7,96,7,51
0,7,115,2,19
60,2,18,7,0
60,1,4,7,38
60,2,75,2,75
0,7,11,7,11
0,7,134,7,56
60,5,138,7,16
60,5,104,5,104
0,7,102,5,152
0,1,86,1,33
60,7,26,7,76
60,1,24,1,145
60,7,97,7,114
60,1,21,7,38
0,5,64,3,89
0,7,134,7,26
0,7,61,7,11
0,7,7,2,35
60,4,87,4,126
0,7,128,7,38
0,7,16,5,64
0,2,18,2,18
0,3,89,7,66
60,1,24,1,154
60,3,89,7,16
60,3,46,7,102
60,7,37,7,102
0,7,135,7,128
60,7,7,0,124
0,7,118,7,134
0,1,73,1,24
60,7,54,2,127
0,7,38,7,38
60,4,59,4,87
0,2,99,2,31
0,3,60,3,28
0,5,5,5,64
0,7,48,1,154
60,7,67,2,148
60,7,66,7,118
0,1,73,1,10
60,3,103,3,46
60,1,158,1,4
60,2,98,2,18
0,7,63,7,147
60,5,27,0,124
0,7,63,7,63
0,7,38,7,63
0,1,121,1,108
0,1,83,1,21
0,2,31,2,125
0,3,103,5,156
0,7,102,7,48
60,7,37,7,37
0,0,41,5,44
0,7,114,7,96
0,7,11,7,93
0,1,117,7,38
60,1,20,1,42
0,7,38,7,38
0,0,124,0,157
60,3,142,3,68
60,2,18,7,115
0,7,38,7,128
0,7,128,7,0
60,7,93,7,128
60,7,38,1,92
60,7,54,7,115
60,2,90,2,98
60,7,38,7,61
60,7,48,7,102
60,2,75,7,37
0,7,11,7,37
0,7,38,7,38
0,2,95,2,58
60,7,67,7,115
60,7,78,7,26
0,7,147,7,119
0,7,11,7,78
0,5,155,6,30
60,2,127,2,99
60,0,91,0,157
0,1,116,1,116
60,4,59,4,106
60,0,91,0,157
60,7,38,7,26
0,7,66,5,65
60,1,145,1,83
0,7,26,7,97
60,7,118,1,83
60,1,130,1,21
60,7,17,7,102
0,7,38,7,38
60,1,158,7,38
0,7,1,3,141
0,7,1,1,86
0,4,82,4,82
0,7,115,7,7
60,2,127,2,35
60,1,154,1,92
60,1,24,3,43
0,5,40,7,56
60,0,131,0,157
60,1,83,7,48
0,7,51,7,26
60,0,25,0,25
60,7,38,7,128
60,1,117,1,117
60,4,82,1,116
0,5,40,7,51
60,1,73,1,116
0,7,26,7,134
0,7,93,7,128
0,0,157,0,157
0,7,38,7,128
60,4,82,1,21
60,1,45,1,145
60,7,56,5,152
60,7,118,1,83
0,5,112,5,112
60,7,134,3,89
60,0,157,5,49
0,3,14,1,62
0,7,38,7,93
60,7,97,7,119
60,3,89,1,83
0,2,31,2,75
60,7,38,7,140
0,1,10,1,24
0,7,32,7,32
0,1,62,1,62
60,3,47,3,89
0,1,21,1,21
60,7,67,7,26
0,7,1,7,51
0,4,87,4,59
60,7,96,7,17
0,3,89,7,66
60,7,66,7,66
60,1,73,1,108
60,7,38,7,37
60,7,128,7,11
0,2,18,2,90
60,1,116,4,106
60,7,17,7,56
0,1,158,7,38
60,7,147,7,32
