Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
0,11,155,11,1
0,11,140,6,124
0,3,38,3,38
120,0,73,14,39
60,9,67,9,119
60,14,83,14,62
0,3,38,3,38
0,11,96,9,32
240,11,134,11,96
180,3,76,3,26
0,9,144,1,29
120,10,44,1,81
0,9,54,3,21
0,3,130,14,158
60,3,93,11,1
240,14,83,4,103
240,7,53,13,13
120,12,60,12,77
60,9,67,9,144
0,11,1,3,26
240,9,84,9,7
0,14,86,3,130
240,14,83,3,48
180,11,140,3,97
0,6,124,6,124
240,7,58,7,127
0,9,67,11,56
120,0,73,0,126
180,6,157,6,124
0,11,78,3,147
120,3,102,3,26
120,11,140,11,96
60,1,88,11,138
0,11,51,1,88
240,11,135,11,78
0,6,157,6,124
180,6,41,6,79
120,3,130,3,117
60,11,78,11,135
120,0,73,0,116
240,4,103,11,155
60,3,117,14,4
120,14,20,0,73
120,7,127,13,13
60,10,44,10,44
120,11,78,3,117
60,4,137,11,1
120,8,40,11,66
0,3,37,14,33
0,3,11,3,76
180,5,57,5,59
60,11,16,11,16
60,11,134,11,135
180,11,78,11,51
240,4,137,14,83
240,11,51,9,67
0,3,21,3,11
180,8,27,11,96
120,3,130,3,93
60,3,21,3,38
240,14,154,14,83
0,4,47,4,47
120,8,40,8,156
120,11,51,11,96
60,3,37,3,76
60,11,1,4,103
240,6,124,6,157
240,8,156,11,138
0,9,90,9,90
240,14,83,4,46
120,1,49,11,51
0,3,38,3,11
120,1,150,8,27
60,11,16,8,5
60,3,11,3,147
120,13,36,7,58
180,12,77,12,60
120,3,37,9,0
240,3,38,3,11
0,3,38,3,130
180,3,38,3,128
120,3,128,3,147
240,9,0,9,115
60,3,130,3,114
60,4,141,14,62
60,3,76,3,21
60,3,128,3,130
240,3,38,3,21
60,7,58,13,100
240,3,102,3,38
0,3,128,3,128
0,9,54,9,90
120,3,38,3,38
0,11,135,11,56
120,3,130,3,21
240,3,63,8,156
180,8,40,8,143
60,9,67,11,135
60,3,97,9,32
120,1,148,9,84
0,3,37,3,26
120,6,129,6,124
180,3,11,3,128
120,11,140,3,114
120,14,85,14,20
0,11,118,11,135
0,4,137,14,86
240,3,93,3,38
240,14,20,4,46
60,9,119,3,147
0,14,145,0,126
60,11,155,11,138
240,9,18,1,148
240,14,62,14,92
60,4,137,11,1
180,3,76,3,93
0,8,5,8,5
0,6,157,11,51
240,11,17,11,17
240,14,24,0,105
0,12,77,14,62
0,14,39,9,115
240,14,4,0,73
240,0,116,0,55
180,3,38,14,39
120,1,150,1,29
120,6,41,6,91
180,14,4,3,38
240,3,114,11,140
0,14,39,3,38
240,14,83,14,24
0,9,32,1,150
60,4,89,4,89
240,4,46,4,46
0,3,93,3,26
0,3,76,3,38
120,8,40,8,152
60,3,38,14,4
180,15,72,15,110
0,14,83,14,45
120,3,11,11,51
60,14,39,3,76
120,9,90,9,7
240,14,145,0,116
60,7,99,7,127
240,3,38,3,128
0,7,9,7,75
60,14,154,14,33
180,3,38,3,38
120,9,67,9,67
240,0,10,0,121
60,4,137,3,102
240,14,62,14,83
180,11,51,11,56
240,9,54,9,119
180,11,118,8,64
120,11,96,11,56
60,0,87,0,121
180,9,119,9,115
120,14,4,3,38
180,8,5,8,5
120,6,157,6,157
180,3,97,11,135
0,3,76,3,76
240,8,156,8,5
120,3,102,3,48
120,4,89,11,155
240,8,64,8,143
240,0,116,0,10
240,1,150,1,29
240,0,105,0,116
0,9,144,9,144
60,3,38,3,97
120,14,4,3,21
240,11,51,3,114
60,11,66,11,118
60,9,32,3,97
180,1,29,1,88
60,11,16,8,27
240,0,10,5,153
240,8,156,11,155
0,3,63,3,128
60,11,140,11,51
120,4,46,14,145
0,8,123,8,65
60,14,4,3,38
60,9,119,9,119
240,3,147,9,115
180,4,47,14,158
240,1,81,1,88
240,15,69,2,30
120,14,4,3,76
240,7,75,7,99
120,3,128,3,61
180,6,124,6,2
60,4,103,4,141
120,3,128,3,147
60,14,45,14,4
240,8,152,1,81
0,3,93,11,1
120,3,93,3,93
180,9,18,9,18
120,11,96,11,135
120,11,155,8,5
240,12,94,4,14
180,7,99,9,18
0,3,11,3,37
0,14,4,3,117
180,11,17,11,16
180,3,128,3,147
120,9,32,9,144
120,3,11,3,114
60,11,66,8,5
240,11,140,9,32
180,14,4,3,117
180,3,130,14,45
240,8,152,8,65
0,1,148,9,98
240,3,38,3,93
240,0,121,14,86
120,14,83,3,117
0,0,121,0,87
120,9,18,9,18
60,3,63,3,38
240,5,82,0,73
240,14,108,14,158
180,3,11,9,18
120,8,40,8,40
180,9,0,3,11
120,6,124,6,124
120,3,76,3,26
180,6,79,6,157
240,11,16,11,16
240,14,92,14,39
60,8,64,11,155
240,8,64,8,5
240,3,26,11,135
0,14,4,3,21
60,9,144,9,54
120,4,47,4,46
0,14,145,14,33
180,14,108,4,47
120,12,70,12,60
60,8,152,8,104
120,14,4,14,20
120,9,54,9,84
0,14,20,0,109
240,11,17,11,78
180,3,26,3,114
60,6,2,6,2
180,9,18,9,54
240,3,11,3,97
60,9,18,9,35
0,2,68,4,47
240,11,16,11,138
240,9,7,1,29
60,14,39,3,38
120,11,118,11,16
60,3,38,11,118
180,3,21,14,4
180,3,128,3,11
180,9,0,9,144
120,11,51,9,67
120,14,4,0,121
60,14,108,3,38
120,4,14,4,46
120,11,17,8,27
60,9,98,3,114
240,0,87,5,82
180,3,21,3,76
60,0,73,0,73
240,5,153,14,158
60,8,143,8,156
120,3,63,3,63
240,7,31,7,99
240,3,76,3,128
0,5,153,0,10
120,5,82,5,82
180,3,21,3,21
0,11,118,4,137
240,14,39,14,145
60,11,134,3,93
0,11,1,11,66
0,11,1,11,135
0,1,29,1,148
120,9,67,11,51
0,3,38,3,37
60,9,67,11,135
60,3,38,3,38
120,3,37,7,99
240,3,11,3,147
0,11,66,4,89
120,3,38,3,37
240,8,152,1,150
120,8,152,11,96
240,3,38,3,128
120,9,90,9,90
180,9,67,9,115
180,0,121,14,39
60,3,38,9,144
240,3,114,3,97
120,14,145,14,85
240,3,93,3,76
240,3,38,3,38
60,3,97,9,144
60,3,147,3,97
120,14,20,14,33
180,5,82,5,82
60,3,21,3,93
60,4,137,14,83
0,9,32,9,35
0,6,157,6,124
180,4,141,11,155
60,4,141,4,47
180,14,62,4,137
240,11,17,11,135
120,3,11,3,63
180,15,72,15,110
120,8,152,8,40
60,8,152,9,32
240,9,67,9,35
120,3,130,3,38
120,4,137,11,118
120,4,89,4,89
180,9,144,9,67
240,14,39,3,38
0,11,17,11,96
0,5,82,5,82
240,3,76,3,102
120,0,87,0,10
180,8,64,8,5
240,12,43,12,60
0,0,121,0,121
240,3,38,14,39
180,1,148,9,144
240,3,102,11,134
240,2,142,2,142
0,3,11,3,102
180,9,119,9,67
0,15,110,2,30
0,3,128,3,11
180,3,48,14,158
120,8,64,11,16
120,12,60,12,60
180,1,81,1,150
240,3,38,3,128
60,14,83,14,83
180,11,155,11,66
60,3,38,3,38
60,9,90,9,98
180,11,51,11,51
180,11,155,11,118
60,1,148,1,19
120,7,125,13,13
240,3,63,3,128
120,3,37,3,11
120,11,140,11,135
180,3,93,3,93
180,14,45,12,94
0,11,51,3,37
60,8,40,8,64
240,4,46,4,47
0,8,5,11,118
0,3,38,3,38
180,4,103,4,47
180,11,51,3,147
180,3,37,3,63
0,3,93,3,102
120,9,35,3,128
180,11,78,3,21
240,8,104,2,30
240,6,41,6,41
60,4,89,11,118
0,3,61,3,97
60,3,93,7,31
120,8,156,8,156
120,3,76,3,63
120,7,99,7,31
120,11,1,11,118
0,3,38,14,39
180,9,115,3,147
120,3,128,3,38
120,8,152,1,112
60,4,46,3,117
180,5,59,0,10
240,11,51,6,157
60,8,152,11,51
180,3,48,11,1
0,4,103,4,89
60,3,128,3,76
60,3,11,3,76
0,11,118,11,16
60,3,93,3,37
240,2,30,8,143
60,6,91,6,2
180,11,17,11,17
60,8,64,8,143
0,3,128,3,128
240,6,157,6,79
60,6,122,6,124
60,1,95,13,52
180,3,38,14,4
120,11,135,11,17
0,8,27,11,138
120,11,1,4,47
240,11,96,3,38
180,3,128,3,128
240,9,67,1,29
0,3,128,3,128
60,11,135,3,93
180,14,145,14,145
0,11,56,1,29
60,13,36,13,36
180,14,4,0,73
120,3,63,3,114
60,1,88,11,140
60,1,81,11,140
120,4,47,4,47
0,0,121,14,45
120,4,141,4,47
60,14,4,14,154
60,3,102,3,38
60,3,128,3,130
0,3,38,3,21
0,11,118,11,78
60,8,27,9,67
240,4,89,3,48
240,9,119,3,61
120,4,103,8,5
180,11,16,11,118
240,2,101,2,101
0,3,38,3,11
0,6,41,1,81
0,8,156,11,138
240,11,96,8,152
120,0,73,0,73
0,9,18,9,98
240,11,155,8,64
60,9,90,1,95
180,11,135,11,66
120,3,63,3,76
120,5,82,5,82
0,1,112,1,29
240,9,7,9,144
240,11,135,11,78
120,0,121,0,116
60,10,44,6,157
240,3,63,3,128
180,3,11,14,158
120,4,141,4,141
60,9,32,11,135
180,3,97,9,144
0,3,37,3,102
120,11,1,3,102
120,1,29,6,124
240,13,36,13,13
0,11,66,11,66
60,14,62,14,83
60,8,40,8,152
180,0,10,0,126
120,1,19,13,113
60,7,31,7,99
180,3,93,3,37
120,10,44,8,143
0,11,56,11,96
180,7,99,9,18
60,8,143,8,64
0,14,62,4,14
60,15,69,15,110
60,2,142,4,47
240,3,130,14,92
60,11,78,3,93
180,9,7,7,125
240,7,99,7,99
0,8,64,11,66
240,4,47,4,103
240,14,33,4,89
0,9,84,11,51
180,3,117,9,0
120,14,158,14,39
120,11,96,11,155
0,4,89,11,66
120,1,29,1,88
180,9,115,3,97
180,8,64,11,16
60,3,37,9,115
180,5,34,0,87
120,0,73,3,38
240,9,84,9,90
120,11,155,11,16
180,9,7,11,51
240,3,63,3,128
120,11,17,11,17
240,3,102,3,38
180,1,88,9,32
120,13,113,6,2
180,14,108,14,92
240,3,48,3,38
180,11,135,11,56
180,3,38,3,21
240,9,67,9,67
180,3,130,3,21
60,9,18,9,18
180,13,13,13,52
0,7,127,7,99
120,11,134,3,26
0,1,29,6,41
120,3,76,3,11
120,1,150,1,150
180,3,38,3,128
120,15,74,15,74
240,3,63,3,63
240,6,157,6,124
240,9,90,9,115
120,3,38,14,62
120,1,29,1,29
240,11,96,11,96
120,3,76,3,38
60,4,137,11,118
120,3,63,11,135
240,11,138,11,138
180,0,116,14,24
60,11,118,11,134
60,3,102,3,26
60,9,90,9,98
240,11,17,8,152
180,14,62,2,142
60,3,76,3,147
180,9,115,11,51
180,9,119,3,147
120,11,118,11,78
240,8,27,8,40
180,14,24,0,116
0,14,45,14,158
240,3,76,14,33
60,0,73,0,73
120,9,35,9,18
240,9,144,3,114
240,11,51,3,128
120,5,82,0,87
240,8,40,11,17
60,3,37,3,102
60,11,140,11,96
0,3,128,3,117
0,11,118,14,33
0,11,118,11,1
0,3,38,11,16
180,3,38,3,128
0,9,119,9,144
180,0,116,0,105
60,14,33,14,33
60,11,135,11,51
180,3,21,3,128
120,3,93,3,117
60,3,97,3,11
120,7,125,13,100
120,4,89,4,137
240,11,17,11,56
60,11,134,11,118
240,3,130,3,21
240,3,37,3,21
180,3,38,3,128
240,3,114,3,63
0,9,90,9,54
240,3,63,3,114
120,0,73,0,10
180,9,35,9,115
180,3,147,9,115
180,3,114,3,76
60,11,138,11,138
180,9,32,11,78
120,3,61,3,147
240,9,144,11,135
240,6,124,6,2
0,4,141,11,118
60,11,135,11,155
0,9,0,9,119
0,9,7,1,150
0,3,38,3,114
0,1,148,9,90
120,3,117,3,130
180,9,54,1,148
180,9,90,9,98
180,8,156,8,65
0,3,21,14,86
60,3,128,3,97
0,12,149,4,47
0,4,137,4,47
240,7,99,9,115
240,4,89,4,47
60,4,89,11,16
180,3,38,3,76
120,6,157,6,79
60,3,37,3,37
60,3,26,11,17
240,7,75,7,9
120,14,154,14,154
240,6,124,6,91
0,12,133,12,133
0,14,92,14,145
120,3,38,3,11
0,11,16,4,46
120,11,96,3,114
0,14,4,14,45
240,9,115,7,99
120,3,61,9,0
0,8,40,11,56
120,3,97,11,96
0,3,11,3,37
120,3,97,3,128
60,1,148,9,90
0,9,32,11,140
240,8,104,6,124
240,14,4,14,33
240,3,38,3,37
240,3,76,3,61
60,3,48,3,117
0,9,67,9,67
180,9,67,9,115
0,3,63,1,29
120,11,135,11,78
60,3,11,3,38
240,3,128,3,38
240,8,64,4,89
120,11,56,11,138
0,6,124,6,41
0,3,38,3,38
180,9,119,3,114
120,3,21,9,144
0,11,16,11,1
0,9,0,9,144
120,3,38,3,38
240,3,102,11,78
60,13,36,6,157
240,3,61,3,11
60,14,145,14,145
0,4,137,4,103
120,13,13,13,71
180,4,46,14,4
60,4,141,4,89
120,3,11,3,114
240,11,1,11,78
180,1,150,13,52
240,7,75,7,31
0,14,145,14,20
240,7,31,7,75
180,11,78,11,16
180,3,38,3,37
180,6,41,10,44
0,3,63,9,115
120,4,47,4,89
180,2,151,2,142
120,11,56,4,103
60,3,102,3,117
60,12,70,12,149
180,4,137,14,83
180,14,92,12,43
0,9,18,9,18
120,0,10,0,126
180,14,45,0,121
120,3,37,3,147
120,7,58,3,21
240,3,114,11,17
60,3,128,3,38
240,11,16,8,40
0,9,0,3,63
180,3,147,3,147
180,3,63,3,61
120,14,83,3,48
180,8,40,11,134
60,3,76,9,54
240,3,48,11,1
0,14,4,3,117
240,9,18,9,90
240,14,154,4,89
240,8,27,8,152
180,12,60,12,60
120,3,76,3,97
0,1,29,1,29
180,4,47,4,141
240,4,103,11,155
120,9,32,9,0
60,14,154,14,45
240,10,44,8,104
60,3,38,3,38
120,2,30,15,110
240,6,157,6,122
120,9,0,9,0
0,12,60,12,43
180,11,118,11,155
240,8,156,11,155
240,8,65,8,152
0,9,84,1,148
0,7,31,7,9
120,8,5,10,120
120,9,90,9,98
0,9,119,9,119
60,14,108,3,38
0,6,25,10,22
120,3,38,9,67
60,3,48,3,117
120,6,2,3,97
180,7,99,9,90
240,9,18,9,98
120,8,40,8,64
240,4,46,14,62
60,9,90,9,18
240,9,98,3,37
60,4,47,14,62
0,1,29,1,29
0,4,137,4,47
60,3,128,3,76
120,3,38,3,93
60,4,141,14,62
180,3,38,3,38
180,7,99,7,99
0,11,135,11,51
120,3,128,3,128
60,11,138,11,155
120,3,63,3,76
0,11,118,3,102
0,4,46,11,1
240,0,73,0,116
0,11,17,11,56
120,9,90,9,98
180,14,86,14,62
0,4,137,11,66
0,4,46,4,141
120,15,74,15,110
120,11,118,11,118
240,5,59,0,87
240,11,134,3,102
120,11,78,11,96
240,8,27,1,29
180,2,28,2,68
60,0,10,0,116
0,11,17,11,51
240,11,155,4,141
0,11,138,8,156
60,3,37,3,38
0,9,98,9,54
180,11,78,14,33
0,7,127,9,90
0,12,60,12,60
240,9,18,1,148
60,3,128,3,128
180,3,48,11,118
240,3,128,3,38
60,11,155,11,155
240,3,26,3,26
240,11,78,11,17
120,11,51,11,51
60,3,38,14,4
120,6,41,6,41
60,6,79,6,157
240,4,103,8,64
120,3,93,3,102
60,10,44,2,30
0,3,11,3,128
0,3,38,14,4
240,14,20,11,118
0,11,138,11,138
240,0,73,14,145
0,4,89,11,66
180,14,4,14,45
0,1,88,8,27
0,4,46,11,118
60,1,19,7,53
240,11,96,11,96
120,3,38,3,114
180,3,37,9,0
240,3,114,9,115
180,3,48,3,76
120,8,5,11,138
180,6,91,11,140
0,8,156,8,156
240,3,38,14,4
180,0,73,0,116
0,3,93,14,4
180,3,128,3,76
60,11,155,8,64
180,3,38,3,38
180,14,33,14,20
0,7,99,7,99
0,3,11,3,76
180,3,63,3,38
60,6,124,6,157
240,9,0,3,128
120,0,116,5,106
180,3,97,3,38
60,3,37,3,21
240,3,76,3,11
180,3,21,14,108
180,11,16,11,66
240,3,63,3,114
120,4,89,11,1
0,9,84,11,51
180,4,89,11,16
60,4,103,4,47
240,4,47,4,46
60,4,46,4,103
180,3,38,14,20
0,12,60,12,60
0,0,126,0,87
60,11,135,11,135
180,1,29,1,29
60,3,97,9,7
0,9,18,9,35
240,11,56,11,78
60,11,1,3,48
120,6,157,6,124
240,14,83,11,118
240,4,89,4,103
60,3,37,8,40
180,14,4,14,4
120,11,118,11,51
240,3,128,3,61
180,11,135,11,51
240,2,30,8,5
120,11,1,4,137
60,0,73,0,10
240,8,64,11,134
240,11,16,3,38
120,1,112,1,19
60,9,32,9,115
180,3,37,3,37
180,3,63,3,11
240,8,64,11,56
60,0,73,5,82
240,3,11,3,102
60,8,64,11,16
240,11,51,3,147
0,3,38,3,117
120,9,18,7,99
60,9,0,3,147
240,8,64,8,40
0,8,27,11,51
240,5,59,5,153
60,4,141,4,47
240,3,93,3,102
60,3,37,3,114
60,9,144,1,88
240,11,17,3,26
120,12,77,14,45
0,11,140,8,152
120,11,56,11,96
240,3,114,9,67
0,14,83,14,145
60,12,12,12,60
0,3,76,3,38
0,9,54,9,119
240,4,89,4,47
0,9,32,11,56
240,3,76,3,128
240,7,31,7,75
180,1,148,1,148
180,5,82,5,34
180,5,132,5,106
240,4,47,4,103
180,3,38,14,92
180,11,140,9,115
120,6,129,6,157
240,9,32,1,88
180,1,29,9,144
120,11,96,8,40
120,8,152,10,44
180,11,66,11,118
0,14,4,3,48
240,7,99,3,128
0,13,52,6,41
0,14,85,14,62
60,8,64,11,16
240,3,63,3,61
240,11,51,9,115
120,11,138,8,27
240,11,66,11,96
180,11,51,3,102
60,11,134,11,1
240,3,38,14,39
240,0,116,5,82
240,14,62,14,24
60,0,121,0,121
60,3,38,3,93
180,15,72,15,72
120,11,118,11,16
240,3,93,3,102
180,3,128,3,37
180,3,38,3,76
0,8,40,8,152
120,3,48,3,48
180,3,38,3,38
180,0,73,0,87
180,3,38,14,62
120,4,47,4,89
0,11,96,9,7
180,11,17,11,135
120,9,32,11,118
180,11,16,8,64
180,3,128,3,38
180,14,4,14,86
0,9,0,3,97
0,3,38,3,37
60,3,26,9,67
60,3,11,3,76
60,9,32,9,115
180,8,5,8,143
0,6,157,6,124
180,7,99,7,75
0,3,38,3,38
60,8,64,11,118
240,8,64,11,16
120,3,61,9,144
180,3,93,3,37
240,9,54,9,18
240,8,64,8,5
0,3,21,14,4
240,14,39,14,24
60,6,124,6,157
240,3,76,3,37
120,11,17,9,144
120,3,147,3,61
60,0,87,14,39
0,11,96,8,27
60,4,89,11,66
180,8,156,11,56
0,14,145,14,24
0,3,128,3,38
120,9,119,9,119
60,8,152,8,65
120,8,143,8,64
180,0,73,0,73
0,11,118,11,138
180,9,0,9,67
180,3,114,3,128
60,3,63,3,128
240,14,45,4,137
120,9,32,1,19
60,2,142,2,142
60,0,116,0,116
0,3,147,11,135
0,11,96,1,81
120,3,117,3,38
180,3,114,3,97
180,6,157,6,157
0,3,38,3,63
120,11,17,11,134
60,2,68,2,28
180,14,108,3,38
60,8,152,8,152
60,8,152,1,81
60,3,38,14,158
120,14,39,3,128
60,3,38,3,38
180,3,38,3,93
0,14,4,14,154
60,3,147,3,76
240,6,122,6,157
0,9,115,9,54
120,8,40,8,27
0,11,135,3,26
60,14,92,3,38
120,3,76,3,11
180,3,63,3,128
60,0,73,14,158
60,3,128,3,76
60,3,61,3,63
240,1,150,1,29
120,3,37,3,76
60,14,33,14,145
0,9,18,9,98
240,3,11,3,11
240,0,10,0,73
240,11,155,11,17
240,14,145,14,20
180,9,54,9,90
0,11,118,11,78
180,0,73,14,24
240,1,88,1,150
240,4,89,4,47
120,5,57,5,57
180,11,118,3,48
0,3,117,3,76
120,11,118,11,51
180,11,51,11,51
240,0,121,0,10
120,9,7,9,115
60,12,60,12,12
240,3,97,3,117
0,13,13,6,79
240,3,114,9,119
240,13,36,13,13
180,14,62,12,60
0,11,16,8,64
180,3,11,3,61
180,6,157,6,157
0,11,1,11,56
0,3,38,11,140
240,3,38,3,93
180,11,51,11,135
120,11,17,3,97
240,3,38,3,38
0,3,117,3,38
180,14,4,14,62
180,1,6,8,104
0,3,128,3,97
120,1,49,13,52
60,6,157,6,157
240,9,90,9,98
240,4,89,11,134
0,9,54,9,98
180,3,117,3,117
180,3,128,3,38
240,0,121,0,73
240,14,62,4,47
120,8,27,8,27
120,8,156,8,40
0,0,73,0,73
240,15,110,2,68
240,3,102,11,134
240,11,51,11,78
60,11,134,8,64
120,14,62,14,62
180,4,46,4,46
240,3,21,14,158
0,14,145,3,130
60,7,99,9,18
180,11,134,8,40
240,11,16,11,16
0,3,76,11,56
0,11,16,14,83
240,4,103,4,89
0,3,38,3,38
180,3,114,11,51
60,11,96,6,157
0,0,10,0,116
180,11,96,11,51
0,14,62,14,24
60,0,73,0,55
240,3,37,3,93
240,7,31,7,75
120,3,93,3,102
60,3,61,3,37
180,3,21,3,128
60,11,140,9,115
180,3,21,3,93
120,3,128,3,37
60,3,93,3,38
180,6,2,6,157
240,14,39,4,89
180,4,141,4,46
0,11,56,8,64
180,14,83,14,154
120,4,137,4,137
240,11,78,3,102
0,3,38,11,78
240,3,48,14,33
0,9,0,3,26
120,3,38,3,114
240,14,86,3,117
0,11,118,4,89
0,14,4,3,38
120,9,144,7,99
240,11,17,9,67
120,14,86,14,45
240,3,76,3,11
0,7,31,7,31
180,10,120,10,44
240,14,33,3,48
120,9,67,11,135
60,9,84,9,115
120,7,127,9,90
0,3,76,3,128
240,11,134,11,96
240,4,103,11,16
240,0,73,0,116
240,3,76,3,76
60,9,7,11,51
0,3,128,3,38
60,8,143,8,64
60,3,97,7,31
0,11,16,11,155
120,13,100,7,58
240,7,99,7,125
60,3,147,3,38
240,9,18,9,18
240,1,88,9,67
0,3,38,3,128
240,11,138,11,17
240,1,29,1,29
0,12,149,4,14
0,5,82,14,24
0,3,38,14,4
120,14,20,12,43
60,0,10,0,73
120,9,18,7,75
0,11,78,11,56
180,3,76,3,38
0,9,98,9,98
0,3,63,3,63
0,6,124,6,2
60,11,96,1,150
0,3,37,11,134
60,3,76,3,128
240,1,29,1,29
240,1,88,8,152
120,7,75,7,125
180,12,60,12,70
240,4,103,11,118
60,11,16,11,16
0,5,82,5,34
60,9,115,9,144
0,11,140,11,135
120,8,5,11,118
60,6,157,8,152
180,7,99,9,98
0,4,89,4,89
240,14,108,3,21
120,11,78,11,135
180,0,10,14,158
120,0,87,14,39
0,11,1,3,48
180,3,21,3,128
180,3,37,3,11
60,8,156,8,5
240,3,38,14,145
180,3,61,3,38
0,0,73,0,116
180,11,51,9,67
120,9,115,9,35
180,8,5,11,155
0,14,86,14,86
120,1,19,1,49
0,4,89,11,51
0,14,145,14,145
240,14,24,3,21
180,3,38,3,130
120,3,37,3,37
180,3,37,3,38
180,0,87,14,154
180,3,21,14,145
120,0,116,0,105
240,4,89,4,137
240,14,83,14,62
120,11,96,11,96
240,3,128,3,63
240,3,63,3,38
120,3,114,3,61
120,14,45,14,145
60,13,13,7,31
120,11,134,11,96
120,11,66,4,89
180,3,128,3,38
240,7,99,9,18
60,9,32,3,26
180,0,116,0,87
240,8,152,1,88
0,3,11,3,21
240,11,140,8,152
60,11,16,8,64
180,6,157,6,25
0,9,115,9,90
240,3,38,14,92
240,11,134,3,38
60,9,35,9,115
120,1,88,8,27
180,4,89,4,89
120,7,99,7,99
60,3,128,3,147
120,11,56,11,51
0,3,117,14,92
240,11,96,11,51
120,11,118,11,16
180,6,124,1,95
120,3,11,3,76
180,11,118,3,114
180,8,104,8,65
240,14,83,3,48
120,10,44,6,2
240,3,61,3,97
60,11,134,11,135
240,4,89,11,118
60,3,38,14,62
60,11,78,3,48
180,14,33,3,48
0,3,48,4,47
180,11,51,9,119
60,0,73,0,73
60,7,53,9,98
0,11,155,8,64
240,9,119,3,63
60,11,135,3,11
120,11,66,4,103
240,14,24,14,86
0,11,135,3,147
180,3,37,3,38
120,14,154,14,20
120,3,128,3,38
60,4,89,4,141
180,4,103,4,141
60,11,16,11,66
180,14,62,14,83
0,0,87,5,57
240,3,38,3,128
180,3,76,3,38
120,9,67,1,88
120,14,4,3,130
240,3,128,3,38
120,11,118,11,118
60,3,147,9,115
