Time,OriginVertihub,OriginVertiport,DestinationVertihub,DestinationVertiport
420,27,38,27,37
60,27,93,8,102
0,11,42,11,116
480,8,78,8,102
180,19,145,5,47
180,27,38,27,128
120,12,97,8,78
240,5,103,18,33
420,12,147,27,38
300,15,16,29,51
180,27,128,27,128
360,0,108,19,24
0,24,19,9,98
360,9,99,12,54
0,5,141,18,62
420,19,145,19,20
0,0,39,8,26
60,7,143,15,64
240,27,128,12,114
480,14,136,30,124
420,5,141,5,46
180,2,152,29,56
120,13,52,30,157
0,15,155,8,1
0,29,140,30,124
300,8,26,8,102
0,27,38,27,38
420,24,7,12,97
360,12,144,12,54
120,19,73,0,39
480,8,118,27,37
420,19,121,0,92
60,29,67,12,119
360,27,38,0,158
60,18,83,18,62
0,27,38,27,38
300,31,85,5,14
0,29,96,29,32
240,29,134,29,96
480,12,115,2,29
180,27,76,8,26
0,12,144,2,29
420,27,38,0,39
120,20,44,20,81
480,27,128,0,158
0,12,54,27,21
0,27,130,0,158
60,27,93,8,1
360,29,51,30,79
480,2,150,29,67
360,27,38,27,128
360,22,36,22,36
240,18,83,5,103
240,9,53,22,13
300,29,96,29,67
120,10,60,10,77
420,13,112,13,113
60,29,67,12,144
0,8,1,8,26
480,27,130,27,76
240,24,84,24,7
300,12,0,12,119
420,8,26,2,27
0,0,86,27,130
480,15,16,8,118
360,5,46,5,47
300,30,124,1,91
240,18,83,8,48
420,20,44,20,123
180,29,140,12,97
0,30,124,30,124
420,28,31,9,99
240,6,58,9,127
0,29,67,29,56
120,19,73,16,126
180,30,157,30,124
0,8,78,12,147
120,8,102,8,26
480,15,155,15,16
120,29,140,29,96
60,2,88,15,138
0,29,51,2,88
240,29,135,8,78
300,9,99,9,99
360,29,135,2,152
360,4,59,0,108
420,27,128,27,128
0,30,157,30,124
180,1,41,30,79
120,27,130,0,117
420,27,21,27,38
360,27,38,27,21
480,27,37,12,0
60,8,78,29,135
120,19,73,11,116
420,5,47,5,47
480,0,117,27,38
240,5,103,15,155
60,0,117,0,4
120,19,20,19,73
360,1,41,30,124
120,9,127,22,13
60,20,44,20,44
120,8,78,0,117
480,0,4,8,118
60,18,137,8,1
120,15,40,15,66
300,22,13,22,71
300,8,26,29,17
0,27,37,18,33
480,11,116,11,105
480,12,115,12,0
480,8,48,27,21
0,27,11,27,76
180,4,57,4,59
360,9,98,9,18
480,18,83,27,38
60,15,16,15,16
360,29,56,27,38
300,15,64,5,89
60,29,134,29,135
180,8,78,29,51
240,18,137,18,83
480,19,24,0,92
240,29,51,29,67
0,27,21,27,11
420,8,48,8,118
480,16,126,19,73
360,8,48,18,33
480,27,21,0,117
180,2,27,29,96
120,27,130,27,93
60,27,21,27,38
240,18,154,18,83
0,5,47,5,47
420,27,128,27,128
120,15,40,15,156
120,29,51,29,96
60,27,37,27,76
420,5,14,26,28
60,8,1,5,103
300,3,72,3,72
240,30,124,30,157
240,15,156,15,138
0,24,90,24,90
240,18,83,5,46
120,13,49,29,51
360,0,117,18,154
300,18,33,0,4
0,27,38,27,11
120,2,150,2,27
360,29,56,15,66
360,19,45,0,158
60,15,16,15,5
300,8,118,27,93
480,19,145,18,83
60,27,11,12,147
480,3,72,3,74
300,15,156,20,44
120,22,36,6,58
180,10,77,10,60
120,27,37,12,0
240,27,38,27,11
360,29,17,27,38
420,19,145,27,128
0,27,38,27,130
180,27,38,27,128
120,27,128,12,147
240,12,0,12,115
60,27,130,12,114
60,5,141,18,62
60,27,76,27,21
480,5,47,18,62
60,27,128,27,130
300,8,102,8,78
360,19,20,18,62
240,27,38,27,21
60,6,58,22,100
480,19,20,0,92
300,31,94,5,46
240,8,102,27,38
420,29,96,2,152
420,29,96,12,114
0,27,128,27,128
0,12,54,24,90
120,27,38,27,38
480,0,39,27,76
360,8,78,27,128
0,29,135,29,56
120,27,130,27,21
240,27,63,15,156
420,22,36,13,113
360,27,128,27,37
180,15,40,7,143
360,15,138,29,135
480,26,142,5,141
300,2,88,29,140
60,29,67,29,135
60,12,97,29,32
120,24,148,24,84
0,27,37,8,26
120,30,129,30,124
180,27,11,27,128
120,29,140,12,114
360,0,92,27,21
300,27,93,0,39
480,22,36,6,159
360,8,48,27,37
420,5,141,5,47
120,31,85,19,20
0,8,118,29,135
480,29,56,15,138
360,19,45,19,145
0,18,137,0,86
240,27,93,27,38
480,20,44,15,156
420,8,48,29,135
300,30,25,30,25
240,19,20,5,46
420,28,31,28,75
300,8,48,18,137
360,29,96,29,67
60,12,119,12,147
420,15,40,29,56
0,19,145,16,126
60,15,155,15,138
240,9,18,24,148
240,18,62,0,92
60,18,137,8,1
180,27,76,27,93
420,23,132,11,116
480,19,24,4,57
0,15,5,15,5
0,30,157,29,51
300,29,67,12,114
300,29,96,2,27
240,29,17,29,17
420,9,18,9,18
240,19,24,11,105
0,10,77,18,62
360,12,144,29,140
0,0,39,12,115
240,0,4,19,73
240,11,116,16,55
180,27,38,0,39
300,5,103,5,46
120,2,150,2,29
120,1,41,1,91
180,0,4,27,38
240,12,114,29,140
300,27,76,27,130
0,0,39,27,38
480,29,17,15,66
240,18,83,19,24
0,29,32,2,150
360,24,7,24,19
300,8,78,8,102
300,5,103,15,155
420,15,64,5,89
60,5,89,5,89
480,24,84,24,90
480,29,51,12,144
240,5,46,5,46
0,27,93,8,26
0,27,76,27,38
120,15,40,2,152
60,27,38,0,4
180,3,72,3,110
0,18,83,19,45
120,27,11,29,51
420,12,144,12,144
420,26,149,26,149
480,4,34,16,82
480,24,7,24,90
60,0,39,27,76
300,27,38,27,38
120,24,90,24,7
420,29,140,29,67
240,19,145,11,116
60,9,99,9,127
240,27,38,27,128
0,6,9,28,75
60,18,154,18,33
180,27,38,27,38
120,29,67,29,67
480,18,62,19,24
240,16,10,19,121
60,18,137,8,102
300,27,128,27,63
240,18,62,18,83
420,27,38,27,37
420,12,0,15,16
180,29,51,29,56
240,12,54,12,119
180,8,118,15,64
300,27,21,27,21
360,27,93,27,37
300,27,93,8,102
300,9,99,28,75
480,25,68,5,46
120,29,96,29,56
60,16,87,19,121
180,12,119,12,115
120,0,4,27,38
360,15,155,15,156
180,15,5,15,5
480,14,22,21,69
360,30,157,30,157
120,30,157,30,157
300,8,48,27,38
180,12,97,29,135
0,27,76,27,76
360,27,37,27,37
240,15,156,15,5
420,2,150,15,40
300,15,138,15,5
300,27,38,27,38
120,8,102,8,48
120,5,89,15,155
480,27,11,12,114
420,12,114,27,63
240,15,64,7,143
240,11,116,16,10
420,27,128,27,38
240,2,150,2,29
420,27,128,12,61
420,27,38,27,38
240,11,105,11,116
0,12,144,12,144
300,29,56,15,138
480,27,38,8,102
60,27,38,12,97
120,0,4,27,21
240,29,51,12,114
60,15,66,8,118
60,29,32,12,97
420,5,46,19,20
360,12,119,12,119
180,2,29,2,88
60,15,16,2,27
360,19,145,27,38
480,27,11,8,102
240,16,10,4,153
240,15,156,15,155
480,29,17,8,118
0,27,63,27,128
60,29,140,29,51
120,5,46,19,145
0,20,123,7,65
420,15,155,15,64
60,0,4,27,38
300,5,89,18,62
60,12,119,12,119
240,12,147,12,115
300,8,118,15,66
360,26,142,26,28
180,5,47,0,158
240,20,81,2,88
240,21,69,7,30
480,19,24,0,92
120,0,4,27,76
360,27,128,8,102
240,28,75,9,99
120,27,128,12,61
180,30,124,30,2
480,29,135,27,37
480,12,144,24,7
420,24,90,9,18
420,12,115,12,115
420,2,88,12,119
420,27,11,27,11
60,5,103,5,141
120,27,128,12,147
60,19,45,0,4
300,29,51,8,118
240,2,152,20,81
0,27,93,8,1
120,27,93,27,93
360,19,145,18,154
180,9,18,9,18
120,29,96,29,135
300,29,134,15,156
420,30,124,1,41
120,15,155,15,5
480,28,31,28,31
300,19,24,0,4
240,31,94,5,14
420,12,144,12,114
420,27,130,27,38
180,9,99,9,18
420,27,21,27,38
0,27,11,27,37
360,26,133,26,133
480,8,102,8,26
480,15,138,15,156
0,0,4,0,117
180,29,17,15,16
180,27,128,12,147
300,8,48,8,102
120,29,32,12,144
360,22,100,22,71
420,29,67,29,51
300,12,119,27,11
120,27,11,12,114
480,19,45,0,86
420,29,32,12,97
60,15,66,15,5
240,29,140,29,32
420,15,155,15,5
480,11,116,0,39
180,0,4,0,117
180,27,130,19,45
480,9,99,28,75
240,2,152,7,65
480,12,61,27,38
0,24,148,9,98
480,2,27,29,140
360,19,24,19,121
240,27,38,27,93
240,19,121,0,86
120,18,83,0,117
420,18,137,15,16
420,5,89,15,66
300,2,150,15,40
0,19,121,16,87
420,29,32,29,51
480,29,134,15,64
120,9,18,9,18
420,27,38,0,158
60,27,63,27,38
240,16,82,19,73
240,0,108,0,158
180,27,11,9,18
120,15,40,15,40
180,12,0,27,11
120,30,124,30,124
360,12,114,8,118
360,5,89,5,141
120,27,76,8,26
180,30,79,30,157
240,15,16,15,16
420,15,64,15,156
240,0,92,0,39
420,24,90,24,84
60,15,64,15,155
300,29,96,29,17
360,18,33,18,62
240,15,64,15,5
420,0,86,0,86
240,8,26,29,135
420,15,66,5,103
420,15,16,15,5
0,0,4,27,21
60,12,144,12,54
120,5,47,5,46
480,27,63,29,32
360,27,38,27,130
480,12,61,12,147
0,19,145,18,33
300,12,97,12,97
420,12,144,8,78
180,0,108,5,47
120,10,70,10,60
60,2,152,20,104
120,0,4,19,20
120,12,54,24,84
420,5,89,15,64
0,19,20,19,109
420,27,128,27,63
300,12,114,27,63
480,29,56,20,123
240,29,17,8,78
180,8,26,12,114
60,30,2,30,2
180,9,18,12,54
240,27,11,12,97
60,9,18,24,35
0,25,68,5,47
300,27,21,0,117
300,24,84,2,29
480,29,17,27,21
240,15,16,15,138
240,24,7,2,29
300,24,90,24,7
300,12,114,29,17
360,29,96,20,81
420,4,34,4,34
60,0,39,27,38
120,8,118,15,16
60,27,38,8,118
300,12,144,12,0
420,29,135,12,114
180,27,21,0,4
180,27,128,27,11
180,12,0,12,144
120,29,51,29,67
360,12,115,29,67
120,0,4,19,121
420,2,88,2,27
360,27,38,27,76
60,0,108,27,38
120,5,14,5,46
120,29,17,2,27
60,9,98,12,114
480,27,63,27,38
420,2,29,24,148
240,16,87,16,82
360,15,155,29,56
180,27,21,27,76
60,19,73,19,73
240,4,153,0,158
60,7,143,15,156
120,27,63,27,63
480,24,148,13,112
240,28,31,9,99
300,0,117,5,89
420,11,116,11,42
300,18,62,19,20
240,27,76,27,128
300,12,115,9,98
0,4,153,16,10
120,16,82,16,82
180,27,21,27,21
0,8,118,18,137
360,19,145,0,92
420,8,118,5,46
420,19,24,19,121
240,0,39,19,145
60,29,134,27,93
480,12,115,12,119
0,8,1,15,66
360,27,38,19,24
0,8,1,29,135
0,2,29,24,148
120,29,67,29,51
420,27,38,27,76
420,19,121,19,73
420,27,38,27,128
0,27,38,27,37
60,29,67,29,135
60,27,38,27,38
120,27,37,9,99
480,27,128,12,61
240,27,11,12,147
480,27,128,27,63
0,15,66,5,89
120,27,38,27,37
480,5,47,25,68
300,9,127,28,75
240,2,152,2,150
360,5,47,18,62
480,26,149,26,149
300,18,137,8,1
120,2,152,29,96
240,27,38,27,128
120,24,90,24,90
480,15,16,5,103
360,7,143,15,64
360,29,96,29,140
180,29,67,12,115
180,19,121,0,39
60,27,38,12,144
240,12,114,12,97
120,19,145,31,85
240,27,93,27,76
240,27,38,27,38
480,29,96,2,27
60,12,97,12,144
60,12,147,12,97
480,24,35,29,32
120,19,20,18,33
480,18,62,18,33
180,16,82,16,82
60,27,21,27,93
60,18,137,18,83
0,29,32,24,35
0,30,157,30,124
180,5,141,15,155
420,24,19,9,98
60,5,141,5,47
420,29,96,29,96
300,24,90,9,98
180,18,62,18,137
240,29,17,29,135
120,27,11,27,63
180,3,72,3,110
480,27,130,27,38
360,24,90,24,35
300,20,104,14,22
120,2,152,15,40
60,2,152,29,32
480,24,148,24,35
480,2,29,27,93
240,29,67,24,35
360,29,51,29,51
300,15,156,29,56
120,27,130,27,38
120,18,137,8,118
120,5,89,5,89
300,27,93,12,114
420,29,51,27,76
180,12,144,29,67
480,12,147,27,11
240,0,39,27,38
480,8,78,27,37
360,27,63,27,128
360,8,118,8,26
0,29,17,29,96
360,0,39,27,38
0,16,82,16,82
300,29,140,29,140
480,19,45,5,46
240,27,76,8,102
120,16,87,16,10
180,15,64,15,5
420,2,27,2,29
240,10,43,10,60
0,19,121,19,121
240,27,38,0,39
300,16,82,19,24
420,5,14,5,46
180,24,148,12,144
240,8,102,29,134
480,27,37,29,135
300,30,124,13,49
300,10,60,10,77
480,15,138,5,89
240,26,142,26,142
300,8,102,27,21
0,27,11,8,102
180,12,119,29,67
0,3,110,7,30
360,0,86,19,145
480,27,93,27,11
360,29,51,2,27
0,27,128,27,11
360,12,0,29,32
180,8,48,0,158
420,27,11,27,38
120,15,64,15,16
360,8,102,8,118
420,29,67,29,135
120,10,60,10,60
480,12,147,12,147
180,20,81,2,150
360,15,66,8,118
420,15,40,29,51
240,27,38,27,128
60,18,83,18,83
180,15,155,15,66
60,27,38,27,38
60,24,90,9,98
180,29,51,29,51
180,15,155,8,118
60,24,148,24,19
120,28,125,22,13
360,29,56,29,17
240,27,63,27,128
120,27,37,27,11
420,24,148,2,29
120,29,140,29,135
180,27,93,27,93
480,0,92,0,117
180,19,45,31,94
0,29,51,27,37
480,18,137,8,1
60,15,40,15,64
240,5,46,5,47
480,12,0,27,63
300,27,128,27,38
480,15,138,15,155
480,23,146,23,106
360,2,29,20,81
0,15,5,8,118
0,27,38,27,38
180,5,103,5,47
180,29,51,12,147
180,27,37,27,63
0,27,93,8,102
120,24,35,27,128
480,15,16,15,16
180,8,78,27,21
420,22,36,6,58
420,8,26,27,21
240,20,104,7,30
480,19,20,0,108
240,1,41,1,41
60,5,89,8,118
420,12,147,12,114
0,12,61,12,97
420,27,130,27,38
60,27,93,28,31
480,15,64,5,47
120,15,156,15,156
120,27,76,27,63
120,9,99,28,31
120,8,1,8,118
0,27,38,0,39
180,12,115,12,147
120,27,128,27,38
120,2,152,13,112
60,5,46,0,117
180,4,59,16,10
420,27,21,18,83
240,29,51,30,157
60,2,152,29,51
420,0,39,11,116
180,8,48,8,1
0,5,103,5,89
420,9,53,28,31
420,27,38,5,46
420,27,130,27,130
60,27,128,27,76
360,19,24,19,73
60,27,11,27,76
480,30,124,30,25
0,8,118,15,16
60,27,93,27,37
240,7,30,7,143
60,1,91,30,2
180,29,17,29,17
300,27,93,8,102
480,19,20,16,3
60,15,64,7,143
0,27,128,27,128
240,30,157,30,79
60,17,122,30,124
420,15,64,15,64
60,13,95,13,52
180,27,38,0,4
120,29,135,29,17
420,15,66,19,45
0,2,27,15,138
120,8,1,5,47
240,29,96,27,38
480,0,86,27,21
360,2,88,29,32
360,29,56,2,27
180,27,128,27,128
420,18,154,18,62
240,29,67,2,29
0,27,128,27,128
480,1,41,30,157
420,27,128,27,63
420,12,147,27,63
60,29,135,27,93
180,19,145,19,145
0,29,56,2,29
480,18,83,0,86
60,22,36,22,36
180,0,4,19,73
120,27,63,12,114
300,25,68,25,68
60,2,88,29,140
60,20,81,29,140
300,16,82,11,116
300,29,51,8,78
120,5,47,5,47
360,20,6,1,41
0,19,121,19,45
120,5,141,5,47
480,24,19,24,7
480,8,26,27,37
480,5,89,15,156
360,27,63,27,128
60,0,4,18,154
60,8,102,27,38
60,27,128,27,130
360,29,17,29,17
300,1,41,30,157
0,27,38,27,21
0,8,118,8,78
60,2,27,29,67
240,5,89,8,48
360,29,51,29,32
240,12,119,12,61
120,5,103,15,5
180,15,16,8,118
480,27,38,27,130
240,25,101,25,101
420,5,103,8,1
420,0,117,27,38
0,27,38,27,11
360,0,4,0,4
360,29,134,29,56
0,1,41,20,81
300,8,48,29,17
420,30,157,1,91
0,15,156,15,138
480,29,56,15,138
360,0,158,0,4
240,29,96,2,152
360,27,11,27,38
420,27,93,27,93
120,19,73,19,73
0,9,18,9,98
240,15,155,15,64
60,24,90,13,95
180,29,135,15,66
360,28,75,6,159
120,27,63,27,76
120,16,82,16,82
300,18,154,18,137
0,13,112,2,29
300,15,40,2,152
240,24,7,12,144
240,29,135,8,78
420,29,67,12,0
420,24,148,22,36
300,27,38,27,76
300,5,47,5,141
360,5,89,18,137
480,27,63,27,38
420,19,121,19,73
120,19,121,11,116
60,20,44,30,157
360,24,84,24,35
420,25,151,3,8
300,27,76,27,21
240,27,63,27,128
180,27,11,0,158
120,5,141,5,141
60,29,32,29,135
180,12,97,12,144
0,27,37,8,102
120,8,1,8,102
120,2,29,30,124
480,23,111,23,15
240,22,36,22,13
420,4,59,4,34
360,15,66,5,103
300,2,29,24,90
0,15,66,15,66
60,18,62,18,83
60,15,40,2,152
180,16,10,16,126
120,24,19,13,113
480,0,117,8,1
60,28,31,9,99
180,27,93,27,37
360,8,118,15,66
300,19,24,19,73
480,15,40,8,118
120,20,44,7,143
480,27,38,27,38
0,29,56,29,96
180,9,99,9,18
300,15,138,5,89
60,7,143,15,64
360,27,38,0,4
0,18,62,5,14
60,21,69,3,110
60,26,142,5,47
420,29,32,12,0
360,27,130,0,4
240,27,130,0,92
480,15,5,26,142
360,12,97,8,78
420,12,61,12,97
60,8,78,27,93
180,24,7,28,125
300,30,2,30,2
240,9,99,9,99
0,15,64,15,66
240,5,47,5,103
240,18,33,5,89
0,24,84,29,51
180,0,117,12,0
120,0,158,0,39
300,27,11,8,26
300,19,73,11,42
480,8,102,8,48
360,13,112,13,52
120,29,96,15,155
360,27,37,8,26
0,5,89,15,66
360,8,78,27,93
120,2,29,2,88
180,12,115,12,97
180,15,64,15,16
300,12,114,27,93
60,27,37,12,115
420,30,124,30,124
480,27,128,27,11
180,4,34,16,87
120,19,73,27,38
240,24,84,24,90
120,15,155,15,16
420,19,73,19,73
360,22,13,22,100
300,8,26,27,93
180,24,7,29,51
240,27,63,27,128
120,29,17,29,17
240,8,102,27,38
480,27,38,27,11
420,5,103,15,155
180,2,88,29,32
120,13,113,30,2
360,5,89,15,66
420,20,44,21,80
300,29,56,8,118
180,0,108,0,92
240,8,48,27,38
180,29,135,29,56
480,12,97,27,128
480,27,38,19,24
180,27,38,27,21
240,29,67,29,67
180,27,130,27,21
480,27,63,27,128
480,27,38,12,0
60,9,18,9,18
300,29,56,15,138
420,18,83,19,145
300,20,44,15,40
180,22,13,13,52
0,9,127,9,99
300,27,11,15,66
120,29,134,8,26
420,27,38,27,128
300,12,119,12,147
0,2,29,1,41
120,27,76,27,11
120,2,150,2,150
420,12,115,2,29
180,27,38,27,128
360,29,56,29,135
120,3,74,3,74
300,18,137,18,62
300,24,7,12,115
300,29,51,8,78
300,0,86,18,33
240,27,63,27,63
420,0,92,16,10
240,30,157,30,124
480,5,46,18,154
360,18,33,18,33
240,24,90,12,115
480,4,34,23,132
120,27,38,18,62
120,2,29,2,29
240,29,96,29,96
120,27,76,27,38
60,18,137,8,118
120,27,63,29,135
360,29,32,29,32
300,0,4,0,4
480,27,76,0,39
240,15,138,15,138
180,11,116,19,24
60,8,118,29,134
60,8,102,8,26
480,18,83,0,92
60,24,90,9,98
240,29,17,2,152
180,18,62,26,142
300,27,76,12,97
360,27,93,0,117
60,27,76,12,147
180,12,115,29,51
180,12,119,12,147
120,8,118,8,78
480,27,11,27,76
240,2,27,15,40
180,19,24,11,116
480,8,78,29,135
420,27,11,12,144
0,19,45,0,158
240,27,76,18,33
60,19,73,19,73
120,24,35,9,18
420,29,32,29,135
240,12,144,12,114
240,29,51,27,128
300,4,34,4,34
120,16,82,16,87
240,15,40,29,17
420,15,138,29,56
300,27,38,8,78
60,27,37,8,102
300,27,38,27,128
360,27,38,8,102
300,15,138,15,155
360,27,93,0,117
420,29,135,15,138
60,29,140,29,96
0,27,128,0,117
0,8,118,18,33
360,15,5,15,16
0,8,118,8,1
480,2,152,29,51
300,29,135,12,114
0,27,38,15,16
420,22,13,28,75
420,26,142,5,89
180,27,38,27,128
360,27,38,27,130
420,15,156,12,0
360,29,17,29,17
0,12,119,12,144
300,8,118,15,5
360,27,63,27,11
360,0,4,19,24
180,11,116,11,105
60,18,33,18,33
300,2,152,29,135
360,0,117,27,21
300,25,68,25,151
60,29,135,29,51
300,15,66,5,89
180,27,21,27,128
300,7,143,15,156
120,27,93,0,117
480,29,134,15,155
360,5,14,5,141
300,16,10,27,21
60,12,97,27,11
480,8,78,0,92
120,28,125,22,100
480,27,38,27,93
420,27,38,27,38
360,6,159,9,127
120,5,89,18,137
240,29,17,29,56
480,12,147,27,11
60,29,134,8,118
240,27,130,27,21
480,11,116,4,59
300,27,38,8,26
480,30,124,2,27
480,28,75,28,75
240,27,37,27,21
180,27,38,27,128
240,12,114,27,63
0,24,90,12,54
420,11,42,19,121
480,27,128,27,38
240,27,63,12,114
300,19,20,18,154
120,19,73,16,10
180,24,35,12,115
300,8,1,8,118
180,12,147,12,115
180,12,114,27,76
360,15,16,15,66
60,15,138,15,138
300,27,21,27,21
180,29,32,8,78
120,12,61,12,147
240,12,144,29,135
240,30,124,30,2
0,5,141,8,118
60,29,135,15,155
0,12,0,12,119
0,24,7,2,150
0,27,38,12,114
360,27,128,27,130
360,0,158,18,33
0,24,148,24,90
480,8,48,8,78
360,0,39,16,87
120,0,117,27,130
480,0,108,27,38
180,12,54,24,148
180,24,90,9,98
180,15,156,7,65
420,27,21,27,11
0,27,21,0,86
420,4,57,16,87
480,19,24,19,24
60,27,128,12,97
420,27,38,0,117
480,12,119,12,61
0,26,149,5,47
0,18,137,5,47
300,15,66,29,17
240,9,99,12,115
420,30,157,30,157
240,5,89,5,47
60,5,89,15,16
360,27,11,12,97
300,8,1,27,93
180,27,38,27,76
120,30,157,30,79
300,27,11,27,93
60,27,37,27,37
60,8,26,29,17
420,29,67,29,67
360,27,130,27,93
480,5,46,5,46
240,28,75,6,9
120,18,154,18,154
